点号,相对时间(微秒),  1:010AUA(V),  2:010AUB(V),  3:010AUC(V),  4:010AU0(V),  5:010BIA(A),  6:010BIB(A),  7:010BIC(A),  8:010BI0(A)
264,-39000.000,-4.690000,3.950000,5.110000,1.450000,-2.620000,0.450000,0.420000,-0.580000
265,-38844.000,-4.710000,3.690000,5.320000,1.430000,-2.720000,0.430000,0.410000,-0.620000
266,-38688.000,-4.690000,3.390000,5.500000,1.400000,-2.810000,0.400000,0.410000,-0.660000
267,-38532.000,-4.650000,3.090000,5.690000,1.370000,-2.900000,0.360000,0.450000,-0.690000
268,-38376.000,-4.610000,2.770000,5.880000,1.340000,-2.960000,0.280000,0.520000,-0.720000
269,-38220.000,-4.550000,2.430000,6.060000,1.310000,-3.010000,0.210000,0.600000,-0.730000
270,-38064.000,-4.480000,2.100000,6.210000,1.270000,-3.020000,0.110000,0.700000,-0.730000
271,-37908.000,-4.420000,1.750000,6.370000,1.230000,-2.990000,0.020000,0.800000,-0.720000
272,-37752.000,-4.340000,1.390000,6.480000,1.170000,-2.930000,-0.040000,0.880000,-0.690000
273,-37596.000,-4.260000,1.020000,6.610000,1.120000,-2.830000,-0.100000,0.950000,-0.660000
274,-37440.000,-4.180000,0.630000,6.730000,1.060000,-2.700000,-0.150000,1.000000,-0.610000
275,-37284.000,-4.070000,0.250000,6.820000,1.000000,-2.530000,-0.210000,1.030000,-0.570000
276,-37128.000,-3.970000,-0.130000,6.880000,0.920000,-2.340000,-0.270000,1.040000,-0.520000
277,-36972.000,-3.860000,-0.520000,6.940000,0.850000,-2.120000,-0.330000,1.060000,-0.460000
278,-36816.000,-3.760000,-0.910000,6.950000,0.760000,-1.900000,-0.400000,1.060000,-0.410000
279,-36660.000,-3.640000,-1.280000,6.960000,0.680000,-1.690000,-0.440000,1.060000,-0.350000
280,-36504.000,-3.500000,-1.650000,6.900000,0.580000,-1.500000,-0.480000,1.050000,-0.310000
281,-36348.000,-3.330000,-2.060000,6.810000,0.470000,-1.300000,-0.510000,1.020000,-0.260000
282,-36192.000,-3.160000,-2.450000,6.710000,0.360000,-1.110000,-0.540000,1.010000,-0.210000
283,-36036.000,-2.970000,-2.860000,6.570000,0.240000,-0.950000,-0.600000,1.010000,-0.180000
284,-35880.000,-2.810000,-3.220000,6.430000,0.130000,-0.850000,-0.670000,1.010000,-0.170000
285,-35724.000,-2.630000,-3.590000,6.280000,0.020000,-0.800000,-0.730000,0.990000,-0.180000
286,-35568.000,-2.460000,-3.970000,6.130000,-0.100000,-0.770000,-0.790000,0.980000,-0.190000
287,-35412.000,-2.310000,-4.340000,5.980000,-0.220000,-0.760000,-0.830000,0.980000,-0.200000
288,-35256.000,-2.120000,-4.710000,5.810000,-0.340000,-0.730000,-0.860000,0.990000,-0.200000
289,-35100.000,-1.960000,-5.060000,5.630000,-0.460000,-0.700000,-0.890000,1.010000,-0.190000
290,-34944.000,-1.780000,-5.390000,5.440000,-0.570000,-0.660000,-0.930000,1.020000,-0.190000
291,-34788.000,-1.610000,-5.710000,5.240000,-0.690000,-0.620000,-0.970000,1.010000,-0.190000
292,-34632.000,-1.420000,-6.050000,5.030000,-0.810000,-0.570000,-1.000000,0.980000,-0.190000
293,-34476.000,-1.230000,-6.360000,4.800000,-0.930000,-0.520000,-1.010000,0.930000,-0.200000
294,-34320.000,-1.040000,-6.660000,4.550000,-1.050000,-0.460000,-1.020000,0.870000,-0.200000
295,-34164.000,-0.840000,-6.940000,4.290000,-1.160000,-0.380000,-1.030000,0.830000,-0.190000
296,-34008.000,-0.650000,-7.180000,4.020000,-1.270000,-0.290000,-1.050000,0.770000,-0.190000
297,-33852.000,-0.450000,-7.460000,3.740000,-1.390000,-0.210000,-1.090000,0.730000,-0.190000
298,-33696.000,-0.240000,-7.730000,3.460000,-1.500000,-0.140000,-1.130000,0.690000,-0.190000
299,-33540.000,-0.020000,-7.950000,3.160000,-1.600000,-0.070000,-1.170000,0.660000,-0.190000
300,-33384.000,0.190000,-8.160000,2.840000,-1.710000,-0.010000,-1.210000,0.630000,-0.190000
301,-33228.000,0.420000,-8.310000,2.510000,-1.790000,0.050000,-1.240000,0.610000,-0.190000
302,-33072.000,0.640000,-8.410000,2.170000,-1.860000,0.090000,-1.250000,0.590000,-0.190000
303,-32916.000,0.840000,-8.480000,1.800000,-1.940000,0.130000,-1.250000,0.560000,-0.180000
304,-32760.000,1.040000,-8.540000,1.440000,-2.020000,0.160000,-1.240000,0.510000,-0.190000
305,-32604.000,1.230000,-8.590000,1.100000,-2.080000,0.180000,-1.210000,0.460000,-0.190000
306,-32448.000,1.390000,-8.630000,0.760000,-2.160000,0.190000,-1.180000,0.420000,-0.190000
307,-32292.000,1.600000,-8.690000,0.450000,-2.210000,0.210000,-1.160000,0.390000,-0.180000
308,-32136.000,1.760000,-8.720000,0.120000,-2.280000,0.230000,-1.140000,0.370000,-0.180000
309,-31980.000,1.940000,-8.730000,-0.210000,-2.330000,0.280000,-1.160000,0.340000,-0.180000
310,-31824.000,2.100000,-8.710000,-0.550000,-2.380000,0.310000,-1.160000,0.310000,-0.180000
311,-31668.000,2.270000,-8.660000,-0.890000,-2.420000,0.350000,-1.160000,0.270000,-0.180000
312,-31512.000,2.420000,-8.600000,-1.220000,-2.460000,0.400000,-1.140000,0.210000,-0.170000
313,-31356.000,2.570000,-8.540000,-1.560000,-2.510000,0.450000,-1.120000,0.140000,-0.170000
314,-31200.000,2.730000,-8.460000,-1.890000,-2.540000,0.490000,-1.080000,0.070000,-0.170000
315,-31044.000,2.880000,-8.360000,-2.230000,-2.570000,0.540000,-1.050000,0.000000,-0.170000
316,-30888.000,2.970000,-8.240000,-2.570000,-2.610000,0.570000,-1.010000,-0.060000,-0.160000
317,-30732.000,3.080000,-8.090000,-2.920000,-2.640000,0.600000,-0.960000,-0.140000,-0.160000
318,-30576.000,3.190000,-7.910000,-3.240000,-2.650000,0.630000,-0.910000,-0.210000,-0.160000
319,-30420.000,3.290000,-7.740000,-3.560000,-2.670000,0.650000,-0.850000,-0.290000,-0.160000
320,-30264.000,3.400000,-7.540000,-3.870000,-2.670000,0.680000,-0.810000,-0.330000,-0.150000
321,-30108.000,3.480000,-7.320000,-4.180000,-2.670000,0.690000,-0.770000,-0.390000,-0.150000
322,-29952.000,3.560000,-7.080000,-4.470000,-2.660000,0.720000,-0.750000,-0.440000,-0.150000
323,-29796.000,3.590000,-6.810000,-4.750000,-2.650000,0.730000,-0.710000,-0.490000,-0.150000
324,-29640.000,3.610000,-6.510000,-5.030000,-2.640000,0.740000,-0.670000,-0.520000,-0.150000
325,-29484.000,3.620000,-6.180000,-5.290000,-2.610000,0.740000,-0.620000,-0.570000,-0.150000
326,-29328.000,3.610000,-5.870000,-5.550000,-2.600000,0.740000,-0.570000,-0.600000,-0.140000
327,-29172.000,3.610000,-5.580000,-5.750000,-2.570000,0.720000,-0.510000,-0.640000,-0.140000
328,-29016.000,3.590000,-5.290000,-5.950000,-2.550000,0.710000,-0.480000,-0.660000,-0.140000
329,-28860.000,3.600000,-4.990000,-6.180000,-2.520000,0.720000,-0.440000,-0.690000,-0.130000
330,-28704.000,3.580000,-4.690000,-6.380000,-2.490000,0.730000,-0.420000,-0.720000,-0.130000
331,-28548.000,3.570000,-4.350000,-6.570000,-2.450000,0.750000,-0.380000,-0.770000,-0.130000
332,-28392.000,3.530000,-4.000000,-6.790000,-2.420000,0.760000,-0.340000,-0.820000,-0.130000
333,-28236.000,3.480000,-3.650000,-6.970000,-2.380000,0.760000,-0.280000,-0.860000,-0.120000
334,-28080.000,3.410000,-3.300000,-7.110000,-2.330000,0.740000,-0.210000,-0.910000,-0.120000
335,-27924.000,3.340000,-2.960000,-7.230000,-2.280000,0.700000,-0.150000,-0.940000,-0.130000
336,-27768.000,3.260000,-2.600000,-7.360000,-2.230000,0.650000,-0.060000,-0.960000,-0.120000
337,-27612.000,3.190000,-2.250000,-7.480000,-2.180000,0.600000,0.000000,-0.980000,-0.120000
338,-27456.000,3.080000,-1.860000,-7.590000,-2.120000,0.550000,0.090000,-1.000000,-0.120000
339,-27300.000,2.970000,-1.470000,-7.660000,-2.050000,0.490000,0.160000,-1.020000,-0.120000
340,-27144.000,2.830000,-1.080000,-7.720000,-1.990000,0.440000,0.250000,-1.040000,-0.110000
341,-26988.000,2.710000,-0.680000,-7.760000,-1.910000,0.410000,0.320000,-1.070000,-0.110000
342,-26832.000,2.560000,-0.270000,-7.800000,-1.830000,0.360000,0.390000,-1.090000,-0.110000
343,-26676.000,2.410000,0.090000,-7.800000,-1.760000,0.320000,0.460000,-1.120000,-0.110000
344,-26520.000,2.240000,0.460000,-7.780000,-1.690000,0.290000,0.510000,-1.140000,-0.110000
345,-26364.000,2.040000,0.840000,-7.720000,-1.610000,0.260000,0.560000,-1.140000,-0.100000
346,-26208.000,1.830000,1.210000,-7.640000,-1.530000,0.220000,0.610000,-1.150000,-0.100000
347,-26052.000,1.620000,1.580000,-7.550000,-1.450000,0.170000,0.660000,-1.140000,-0.100000
348,-25896.000,1.420000,1.900000,-7.440000,-1.370000,0.110000,0.700000,-1.130000,-0.100000
349,-25740.000,1.230000,2.230000,-7.330000,-1.290000,0.070000,0.730000,-1.110000,-0.100000
350,-25584.000,1.030000,2.570000,-7.210000,-1.200000,0.030000,0.760000,-1.100000,-0.100000
351,-25428.000,0.820000,2.910000,-7.100000,-1.120000,0.000000,0.790000,-1.100000,-0.100000
352,-25272.000,0.620000,3.220000,-6.960000,-1.040000,-0.010000,0.830000,-1.110000,-0.090000
353,-25116.000,0.410000,3.540000,-6.810000,-0.950000,-0.050000,0.890000,-1.120000,-0.090000
354,-24960.000,0.200000,3.820000,-6.640000,-0.870000,-0.090000,0.940000,-1.120000,-0.090000
355,-24804.000,-0.010000,4.100000,-6.460000,-0.790000,-0.150000,0.980000,-1.110000,-0.090000
356,-24648.000,-0.230000,4.400000,-6.260000,-0.690000,-0.210000,1.010000,-1.070000,-0.090000
357,-24492.000,-0.460000,4.690000,-6.050000,-0.600000,-0.290000,1.040000,-1.030000,-0.090000
358,-24336.000,-0.690000,4.960000,-5.830000,-0.520000,-0.360000,1.070000,-0.980000,-0.090000
359,-24180.000,-0.920000,5.220000,-5.580000,-0.420000,-0.430000,1.090000,-0.930000,-0.090000
360,-24024.000,-1.140000,5.450000,-5.320000,-0.330000,-0.510000,1.120000,-0.890000,-0.090000
361,-23868.000,-1.360000,5.670000,-5.050000,-0.240000,-0.580000,1.150000,-0.840000,-0.090000
362,-23712.000,-1.570000,5.900000,-4.780000,-0.150000,-0.640000,1.180000,-0.800000,-0.080000
363,-23556.000,-1.800000,6.110000,-4.490000,-0.060000,-0.710000,1.200000,-0.760000,-0.090000
364,-23400.000,-2.010000,6.290000,-4.190000,0.030000,-0.770000,1.240000,-0.730000,-0.080000
365,-23244.000,-2.220000,6.440000,-3.840000,0.120000,-0.820000,1.260000,-0.700000,-0.080000
366,-23088.000,-2.430000,6.550000,-3.500000,0.200000,-0.880000,1.280000,-0.670000,-0.090000
367,-22932.000,-2.620000,6.640000,-3.130000,0.290000,-0.910000,1.280000,-0.630000,-0.080000
368,-22776.000,-2.810000,6.710000,-2.760000,0.380000,-0.940000,1.260000,-0.580000,-0.080000
369,-22620.000,-2.970000,6.750000,-2.410000,0.450000,-0.960000,1.230000,-0.520000,-0.080000
370,-22464.000,-3.120000,6.810000,-2.080000,0.530000,-0.990000,1.200000,-0.490000,-0.090000
371,-22308.000,-3.270000,6.880000,-1.730000,0.620000,-1.000000,1.180000,-0.450000,-0.090000
372,-22152.000,-3.430000,6.940000,-1.400000,0.700000,-1.030000,1.180000,-0.430000,-0.090000
373,-21996.000,-3.580000,6.980000,-1.050000,0.780000,-1.060000,1.200000,-0.400000,-0.080000
374,-21840.000,-3.720000,6.990000,-0.690000,0.860000,-1.100000,1.210000,-0.380000,-0.090000
375,-21684.000,-3.850000,7.000000,-0.330000,0.940000,-1.140000,1.210000,-0.340000,-0.090000
376,-21528.000,-3.980000,6.960000,0.030000,1.000000,-1.180000,1.200000,-0.300000,-0.090000
377,-21372.000,-4.120000,6.930000,0.400000,1.070000,-1.220000,1.180000,-0.240000,-0.090000
378,-21216.000,-4.250000,6.890000,0.760000,1.130000,-1.270000,1.150000,-0.170000,-0.090000
379,-21060.000,-4.360000,6.820000,1.130000,1.190000,-1.320000,1.110000,-0.090000,-0.100000
380,-20904.000,-4.480000,6.730000,1.510000,1.250000,-1.360000,1.060000,0.000000,-0.100000
381,-20748.000,-4.570000,6.630000,1.870000,1.310000,-1.390000,1.010000,0.060000,-0.100000
382,-20592.000,-4.640000,6.500000,2.230000,1.360000,-1.400000,0.940000,0.140000,-0.100000
383,-20436.000,-4.730000,6.370000,2.580000,1.400000,-1.420000,0.900000,0.200000,-0.100000
384,-20280.000,-4.790000,6.200000,2.940000,1.450000,-1.440000,0.850000,0.260000,-0.110000
385,-20124.000,-4.850000,6.040000,3.300000,1.490000,-1.470000,0.820000,0.310000,-0.110000
386,-19968.000,-4.880000,5.850000,3.640000,1.530000,-1.510000,0.790000,0.370000,-0.110000
387,-19812.000,-4.890000,5.620000,3.960000,1.560000,-1.530000,0.760000,0.420000,-0.110000
388,-19656.000,-4.870000,5.370000,4.280000,1.590000,-1.560000,0.720000,0.480000,-0.120000
389,-19500.000,-4.830000,5.090000,4.570000,1.610000,-1.560000,0.680000,0.520000,-0.120000
390,-19344.000,-4.790000,4.820000,4.850000,1.620000,-1.540000,0.620000,0.560000,-0.120000
391,-19188.000,-4.730000,4.570000,5.100000,1.640000,-1.530000,0.570000,0.590000,-0.120000
392,-19032.000,-4.690000,4.330000,5.360000,1.660000,-1.520000,0.520000,0.620000,-0.120000
393,-18876.000,-4.650000,4.090000,5.610000,1.680000,-1.510000,0.500000,0.640000,-0.120000
394,-18720.000,-4.600000,3.830000,5.840000,1.690000,-1.530000,0.470000,0.670000,-0.130000
395,-18564.000,-4.520000,3.550000,6.080000,1.700000,-1.550000,0.440000,0.700000,-0.130000
396,-18408.000,-4.430000,3.250000,6.300000,1.700000,-1.560000,0.400000,0.760000,-0.130000
397,-18252.000,-4.320000,2.940000,6.500000,1.700000,-1.550000,0.340000,0.800000,-0.130000
398,-18096.000,-4.220000,2.650000,6.630000,1.680000,-1.530000,0.260000,0.830000,-0.140000
399,-17940.000,-4.100000,2.350000,6.820000,1.690000,-1.480000,0.190000,0.870000,-0.140000
400,-17784.000,-3.980000,2.040000,6.960000,1.670000,-1.450000,0.120000,0.890000,-0.140000
401,-17628.000,-3.830000,1.710000,7.120000,1.660000,-1.400000,0.040000,0.920000,-0.140000
402,-17472.000,-3.690000,1.380000,7.260000,1.650000,-1.360000,-0.020000,0.940000,-0.140000
403,-17316.000,-3.520000,1.040000,7.380000,1.630000,-1.300000,-0.100000,0.960000,-0.140000
404,-17160.000,-3.340000,0.710000,7.470000,1.610000,-1.260000,-0.180000,0.990000,-0.150000
405,-17004.000,-3.150000,0.350000,7.570000,1.590000,-1.200000,-0.270000,1.010000,-0.150000
406,-16848.000,-2.960000,0.010000,7.660000,1.570000,-1.160000,-0.330000,1.030000,-0.150000
407,-16692.000,-2.750000,-0.290000,7.690000,1.550000,-1.140000,-0.400000,1.050000,-0.160000
408,-16536.000,-2.530000,-0.590000,7.690000,1.520000,-1.120000,-0.430000,1.080000,-0.150000
409,-16380.000,-2.280000,-0.890000,7.660000,1.490000,-1.110000,-0.470000,1.080000,-0.160000
410,-16224.000,-2.020000,-1.200000,7.620000,1.460000,-1.070000,-0.500000,1.080000,-0.160000
411,-16068.000,-1.760000,-1.510000,7.580000,1.430000,-1.010000,-0.540000,1.060000,-0.160000
412,-15912.000,-1.510000,-1.790000,7.520000,1.400000,-0.950000,-0.600000,1.040000,-0.170000
413,-15756.000,-1.250000,-2.040000,7.430000,1.380000,-0.910000,-0.630000,1.020000,-0.170000
414,-15600.000,-1.010000,-2.330000,7.360000,1.340000,-0.880000,-0.660000,1.020000,-0.170000
415,-15444.000,-0.760000,-2.600000,7.270000,1.300000,-0.870000,-0.690000,1.030000,-0.170000
416,-15288.000,-0.870000,-2.980000,7.100000,1.080000,-0.190000,-0.850000,0.930000,-0.030000
417,-15132.000,-0.740000,-3.380000,6.880000,0.920000,0.920000,-0.680000,1.150000,0.460000
418,-14976.000,-0.690000,-3.650000,6.710000,0.790000,1.860000,-0.410000,1.460000,0.970000
419,-14820.000,-0.690000,-4.070000,6.460000,0.560000,2.840000,-0.530000,1.440000,1.250000
420,-14664.000,-0.620000,-4.510000,6.180000,0.350000,3.690000,-0.650000,1.400000,1.480000
421,-14508.000,-0.580000,-4.950000,5.850000,0.100000,4.480000,-0.800000,1.300000,1.660000
422,-14352.000,-0.470000,-5.520000,5.420000,-0.190000,5.140000,-1.010000,1.150000,1.760000
423,-14196.000,-0.330000,-6.020000,4.970000,-0.460000,5.560000,-1.150000,1.040000,1.810000
424,-14040.000,-0.180000,-6.510000,4.540000,-0.710000,5.840000,-1.280000,0.900000,1.820000
425,-13884.000,-0.020000,-6.970000,4.090000,-0.960000,5.980000,-1.390000,0.720000,1.770000
426,-13728.000,0.140000,-7.410000,3.630000,-1.210000,5.920000,-1.460000,0.560000,1.670000
427,-13572.000,0.330000,-7.900000,3.170000,-1.460000,5.630000,-1.480000,0.450000,1.530000
428,-13416.000,0.510000,-8.260000,2.720000,-1.670000,5.140000,-1.460000,0.400000,1.360000
429,-13260.000,0.670000,-8.520000,2.270000,-1.860000,4.520000,-1.440000,0.410000,1.160000
430,-13104.000,0.840000,-8.660000,1.820000,-2.000000,3.780000,-1.390000,0.460000,0.950000
431,-12948.000,1.010000,-8.770000,1.400000,-2.120000,2.980000,-1.360000,0.530000,0.710000
432,-12792.000,1.170000,-8.840000,1.020000,-2.210000,2.160000,-1.320000,0.580000,0.470000
433,-12636.000,1.340000,-8.890000,0.720000,-2.270000,1.390000,-1.310000,0.600000,0.220000
434,-12480.000,1.480000,-8.900000,0.460000,-2.320000,0.690000,-1.310000,0.600000,0.000000
435,-12324.000,1.640000,-8.890000,0.240000,-2.330000,0.100000,-1.330000,0.580000,-0.210000
436,-12168.000,1.770000,-8.880000,0.000000,-2.370000,-0.230000,-1.350000,0.530000,-0.350000
437,-12012.000,1.910000,-8.830000,-0.230000,-2.380000,-0.320000,-1.300000,0.530000,-0.360000
438,-11856.000,2.070000,-8.750000,-0.490000,-2.390000,-0.250000,-1.210000,0.550000,-0.300000
439,-11700.000,2.230000,-8.620000,-0.730000,-2.370000,-0.130000,-1.130000,0.520000,-0.240000
440,-11544.000,2.420000,-8.500000,-1.000000,-2.360000,-0.010000,-1.090000,0.400000,-0.230000
441,-11388.000,2.620000,-8.350000,-1.270000,-2.330000,0.090000,-1.080000,0.240000,-0.250000
442,-11232.000,2.830000,-8.230000,-1.570000,-2.320000,0.170000,-1.060000,0.060000,-0.270000
443,-11076.000,3.030000,-8.070000,-1.900000,-2.310000,0.260000,-1.020000,-0.090000,-0.280000
444,-10920.000,3.250000,-7.870000,-2.230000,-2.280000,0.340000,-0.950000,-0.200000,-0.270000
445,-10764.000,3.440000,-7.620000,-2.550000,-2.240000,0.410000,-0.870000,-0.270000,-0.240000
446,-10608.000,3.630000,-7.380000,-2.840000,-2.190000,0.440000,-0.810000,-0.330000,-0.230000
447,-10452.000,3.800000,-7.140000,-3.140000,-2.160000,0.440000,-0.790000,-0.380000,-0.240000
448,-10296.000,3.990000,-6.900000,-3.420000,-2.110000,0.410000,-0.780000,-0.400000,-0.250000
449,-10140.000,4.140000,-6.640000,-3.690000,-2.060000,0.380000,-0.740000,-0.420000,-0.260000
450,-9984.000,4.280000,-6.360000,-3.940000,-2.000000,0.350000,-0.710000,-0.400000,-0.250000
451,-9828.000,4.360000,-6.030000,-4.170000,-1.940000,0.340000,-0.660000,-0.400000,-0.240000
452,-9672.000,4.430000,-5.690000,-4.390000,-1.880000,0.320000,-0.630000,-0.400000,-0.230000
453,-9516.000,4.480000,-5.310000,-4.610000,-1.810000,0.300000,-0.590000,-0.430000,-0.240000
454,-9360.000,4.520000,-4.950000,-4.800000,-1.740000,0.270000,-0.540000,-0.460000,-0.240000
455,-9204.000,4.550000,-4.610000,-4.970000,-1.670000,0.240000,-0.480000,-0.500000,-0.240000
456,-9048.000,4.590000,-4.260000,-5.140000,-1.600000,0.230000,-0.420000,-0.530000,-0.240000
457,-8892.000,4.630000,-3.910000,-5.320000,-1.530000,0.240000,-0.360000,-0.580000,-0.230000
458,-8736.000,4.680000,-3.530000,-5.500000,-1.450000,0.280000,-0.330000,-0.640000,-0.230000
459,-8580.000,4.700000,-3.150000,-5.670000,-1.370000,0.310000,-0.290000,-0.700000,-0.220000
460,-8424.000,4.710000,-2.760000,-5.830000,-1.290000,0.330000,-0.250000,-0.780000,-0.230000
461,-8268.000,4.700000,-2.370000,-6.000000,-1.220000,0.340000,-0.190000,-0.840000,-0.230000
462,-8112.000,4.690000,-1.980000,-6.110000,-1.130000,0.330000,-0.130000,-0.890000,-0.230000
463,-7956.000,4.660000,-1.590000,-6.220000,-1.050000,0.290000,-0.060000,-0.910000,-0.220000
464,-7800.000,4.630000,-1.180000,-6.330000,-0.960000,0.250000,0.000000,-0.930000,-0.220000
465,-7644.000,4.580000,-0.770000,-6.420000,-0.870000,0.200000,0.050000,-0.930000,-0.220000
466,-7488.000,4.520000,-0.340000,-6.510000,-0.770000,0.150000,0.110000,-0.940000,-0.220000
467,-7332.000,4.440000,0.070000,-6.570000,-0.680000,0.110000,0.170000,-0.960000,-0.220000
468,-7176.000,4.340000,0.490000,-6.610000,-0.590000,0.070000,0.230000,-0.970000,-0.220000
469,-7020.000,4.240000,0.910000,-6.640000,-0.490000,0.030000,0.290000,-0.990000,-0.220000
470,-6864.000,4.130000,1.320000,-6.650000,-0.400000,0.000000,0.360000,-1.010000,-0.210000
471,-6708.000,4.010000,1.700000,-6.640000,-0.310000,-0.030000,0.410000,-1.040000,-0.220000
472,-6552.000,3.860000,2.080000,-6.600000,-0.220000,-0.060000,0.470000,-1.060000,-0.210000
473,-6396.000,3.700000,2.470000,-6.540000,-0.120000,-0.090000,0.510000,-1.070000,-0.210000
474,-6240.000,3.520000,2.850000,-6.470000,-0.030000,-0.120000,0.550000,-1.080000,-0.210000
475,-6084.000,3.320000,3.230000,-6.370000,0.060000,-0.170000,0.600000,-1.070000,-0.210000
476,-5928.000,3.140000,3.560000,-6.250000,0.150000,-0.230000,0.630000,-1.050000,-0.210000
477,-5772.000,2.960000,3.890000,-6.140000,0.230000,-0.290000,0.670000,-1.020000,-0.210000
478,-5616.000,2.770000,4.220000,-6.020000,0.320000,-0.340000,0.700000,-1.010000,-0.210000
479,-5460.000,2.570000,4.560000,-5.900000,0.410000,-0.380000,0.740000,-1.010000,-0.210000
480,-5304.000,2.370000,4.880000,-5.770000,0.490000,-0.410000,0.780000,-1.020000,-0.210000
481,-5148.000,2.160000,5.170000,-5.640000,0.560000,-0.440000,0.820000,-1.030000,-0.210000
482,-4992.000,1.950000,5.450000,-5.460000,0.640000,-0.470000,0.860000,-1.020000,-0.210000
483,-4836.000,1.720000,5.740000,-5.290000,0.720000,-0.520000,0.890000,-1.020000,-0.210000
484,-4680.000,1.500000,6.000000,-5.100000,0.800000,-0.560000,0.910000,-0.990000,-0.210000
485,-4524.000,1.250000,6.270000,-4.900000,0.870000,-0.620000,0.940000,-0.960000,-0.210000
486,-4368.000,1.010000,6.520000,-4.700000,0.940000,-0.690000,0.960000,-0.920000,-0.210000
487,-4212.000,0.770000,6.760000,-4.470000,1.020000,-0.760000,0.990000,-0.870000,-0.210000
488,-4056.000,0.520000,6.970000,-4.240000,1.080000,-0.830000,1.000000,-0.820000,-0.210000
489,-3900.000,0.280000,7.160000,-3.980000,1.150000,-0.900000,1.030000,-0.780000,-0.210000
490,-3744.000,0.030000,7.350000,-3.740000,1.210000,-0.970000,1.070000,-0.740000,-0.210000
491,-3588.000,-0.220000,7.530000,-3.470000,1.280000,-1.040000,1.100000,-0.720000,-0.220000
492,-3432.000,-0.470000,7.680000,-3.200000,1.330000,-1.090000,1.130000,-0.700000,-0.220000
493,-3276.000,-0.710000,7.780000,-2.890000,1.390000,-1.140000,1.160000,-0.690000,-0.220000
494,-3120.000,-0.960000,7.850000,-2.580000,1.430000,-1.180000,1.180000,-0.670000,-0.220000
495,-2964.000,-1.190000,7.880000,-2.250000,1.480000,-1.200000,1.180000,-0.630000,-0.210000
496,-2808.000,-1.420000,7.910000,-1.930000,1.520000,-1.240000,1.160000,-0.580000,-0.220000
497,-2652.000,-1.630000,7.910000,-1.620000,1.550000,-1.270000,1.130000,-0.530000,-0.220000
498,-2496.000,-1.820000,7.930000,-1.330000,1.590000,-1.310000,1.110000,-0.470000,-0.220000
499,-2340.000,-2.030000,7.950000,-1.030000,1.630000,-1.330000,1.100000,-0.450000,-0.220000
500,-2184.000,-2.240000,7.950000,-0.740000,1.650000,-1.350000,1.110000,-0.430000,-0.220000
501,-2028.000,-2.440000,7.920000,-0.430000,1.680000,-1.390000,1.120000,-0.410000,-0.220000
502,-1872.000,-2.640000,7.860000,-0.110000,1.700000,-1.420000,1.130000,-0.380000,-0.220000
503,-1716.000,-2.820000,7.800000,0.200000,1.720000,-1.460000,1.120000,-0.350000,-0.230000
504,-1560.000,-3.010000,7.720000,0.520000,1.740000,-1.510000,1.110000,-0.300000,-0.230000
505,-1404.000,-3.200000,7.620000,0.840000,1.750000,-1.550000,1.090000,-0.240000,-0.230000
506,-1248.000,-3.390000,7.530000,1.150000,1.760000,-1.590000,1.060000,-0.170000,-0.230000
507,-1092.000,-3.570000,7.410000,1.470000,1.770000,-1.610000,1.020000,-0.100000,-0.230000
508,-936.000,-3.730000,7.250000,1.800000,1.770000,-1.640000,0.970000,-0.040000,-0.230000
509,-780.000,-3.880000,7.080000,2.120000,1.770000,-1.670000,0.920000,0.020000,-0.240000
510,-624.000,-4.020000,6.880000,2.440000,1.760000,-1.690000,0.860000,0.100000,-0.240000
511,-468.000,-4.140000,6.690000,2.740000,1.760000,-1.710000,0.810000,0.160000,-0.240000
512,-312.000,-4.280000,6.470000,3.050000,1.740000,-1.730000,0.770000,0.220000,-0.240000
513,-156.000,-4.400000,6.260000,3.360000,1.740000,-1.770000,0.750000,0.270000,-0.250000
514,0.000,-4.520000,6.000000,3.660000,1.710000,-1.790000,0.730000,0.320000,-0.240000
515,156.000,-4.590000,5.730000,3.940000,1.690000,-1.820000,0.710000,0.350000,-0.250000
516,312.000,-4.620000,5.410000,4.220000,1.670000,-1.830000,0.680000,0.400000,-0.250000
517,468.000,-4.650000,5.090000,4.480000,1.640000,-1.830000,0.620000,0.440000,-0.250000
518,624.000,-4.670000,4.740000,4.720000,1.590000,-1.810000,0.560000,0.490000,-0.250000
519,780.000,-4.670000,4.440000,4.930000,1.560000,-1.790000,0.490000,0.520000,-0.260000
520,936.000,-4.690000,4.130000,5.150000,1.530000,-1.770000,0.440000,0.550000,-0.260000
521,1092.000,-4.700000,3.840000,5.340000,1.490000,-1.770000,0.420000,0.570000,-0.260000
522,1248.000,-4.710000,3.530000,5.540000,1.450000,-1.780000,0.400000,0.590000,-0.260000
523,1404.000,-4.690000,3.210000,5.740000,1.420000,-1.790000,0.370000,0.630000,-0.260000
524,1560.000,-4.660000,2.850000,5.910000,1.360000,-1.800000,0.330000,0.670000,-0.260000
525,1716.000,-4.610000,2.480000,6.090000,1.320000,-1.790000,0.260000,0.730000,-0.260000
526,1872.000,-4.570000,2.130000,6.190000,1.250000,-1.780000,0.200000,0.770000,-0.270000
527,2028.000,-4.500000,1.770000,6.320000,1.190000,-1.750000,0.130000,0.800000,-0.270000
528,2184.000,-4.440000,1.410000,6.450000,1.140000,-1.720000,0.070000,0.830000,-0.270000
