点号,相对时间(微秒),  1:010AUA(V),  2:010AUB(V),  3:010AUC(V),  4:010AU0(V),  5:010BIA(A),  6:010BIB(A),  7:010BIC(A),  8:010BI0(A)
268,-36972.000,3.120000,-7.070000,1.570000,-0.790000,0.850000,-1.490000,0.680000,0.010000
269,-36816.000,3.250000,-7.120000,1.240000,-0.870000,0.900000,-1.500000,0.650000,0.010000
270,-36660.000,3.380000,-7.180000,0.890000,-0.970000,0.950000,-1.540000,0.620000,0.010000
271,-36504.000,3.520000,-7.210000,0.540000,-1.050000,1.000000,-1.550000,0.580000,0.010000
272,-36348.000,3.630000,-7.210000,0.170000,-1.130000,1.060000,-1.550000,0.520000,0.010000
273,-36192.000,3.760000,-7.220000,-0.200000,-1.220000,1.110000,-1.530000,0.460000,0.010000
274,-36036.000,3.870000,-7.200000,-0.560000,-1.290000,1.170000,-1.490000,0.380000,0.020000
275,-35880.000,3.980000,-7.160000,-0.930000,-1.370000,1.220000,-1.440000,0.280000,0.020000
276,-35724.000,4.100000,-7.110000,-1.300000,-1.430000,1.270000,-1.400000,0.180000,0.010000
277,-35568.000,4.190000,-7.030000,-1.680000,-1.500000,1.320000,-1.350000,0.080000,0.010000
278,-35412.000,4.270000,-6.930000,-2.040000,-1.560000,1.360000,-1.280000,-0.010000,0.020000
279,-35256.000,4.330000,-6.820000,-2.400000,-1.630000,1.380000,-1.220000,-0.090000,0.020000
280,-35100.000,4.400000,-6.700000,-2.750000,-1.680000,1.410000,-1.160000,-0.160000,0.030000
281,-34944.000,4.470000,-6.550000,-3.100000,-1.720000,1.430000,-1.130000,-0.210000,0.030000
282,-34788.000,4.530000,-6.370000,-3.450000,-1.760000,1.450000,-1.100000,-0.260000,0.030000
283,-34632.000,4.550000,-6.190000,-3.770000,-1.800000,1.480000,-1.070000,-0.320000,0.030000
284,-34476.000,4.550000,-5.960000,-4.080000,-1.830000,1.510000,-1.050000,-0.370000,0.030000
285,-34320.000,4.510000,-5.720000,-4.380000,-1.860000,1.550000,-1.020000,-0.420000,0.030000
286,-34164.000,4.490000,-5.440000,-4.680000,-1.870000,1.580000,-0.980000,-0.480000,0.040000
287,-34008.000,4.450000,-5.180000,-4.970000,-1.900000,1.600000,-0.940000,-0.540000,0.040000
288,-33852.000,4.390000,-4.910000,-5.250000,-1.920000,1.620000,-0.890000,-0.600000,0.040000
289,-33696.000,4.340000,-4.670000,-5.500000,-1.940000,1.640000,-0.840000,-0.670000,0.040000
290,-33540.000,4.300000,-4.420000,-5.750000,-1.950000,1.660000,-0.790000,-0.740000,0.040000
291,-33384.000,4.220000,-4.160000,-5.960000,-1.960000,1.680000,-0.750000,-0.790000,0.040000
292,-33228.000,4.160000,-3.900000,-6.220000,-1.980000,1.700000,-0.700000,-0.850000,0.050000
293,-33072.000,4.070000,-3.610000,-6.450000,-1.990000,1.690000,-0.640000,-0.900000,0.050000
294,-32916.000,3.970000,-3.310000,-6.670000,-2.000000,1.670000,-0.570000,-0.940000,0.050000
295,-32760.000,3.870000,-3.020000,-6.860000,-2.000000,1.640000,-0.490000,-0.980000,0.050000
296,-32604.000,3.760000,-2.720000,-7.040000,-2.000000,1.600000,-0.410000,-1.010000,0.060000
297,-32448.000,3.650000,-2.420000,-7.210000,-1.990000,1.550000,-0.330000,-1.040000,0.060000
298,-32292.000,3.500000,-2.100000,-7.350000,-1.980000,1.490000,-0.230000,-1.070000,0.060000
299,-32136.000,3.350000,-1.780000,-7.490000,-1.970000,1.410000,-0.140000,-1.080000,0.060000
300,-31980.000,3.190000,-1.460000,-7.610000,-1.960000,1.340000,-0.050000,-1.110000,0.060000
301,-31824.000,3.030000,-1.120000,-7.700000,-1.930000,1.280000,0.040000,-1.130000,0.060000
302,-31668.000,2.820000,-0.790000,-7.790000,-1.920000,1.220000,0.110000,-1.140000,0.060000
303,-31512.000,2.630000,-0.460000,-7.860000,-1.890000,1.180000,0.200000,-1.170000,0.070000
304,-31356.000,2.400000,-0.130000,-7.890000,-1.870000,1.130000,0.270000,-1.200000,0.060000
305,-31200.000,2.180000,0.180000,-7.890000,-1.840000,1.110000,0.350000,-1.240000,0.070000
306,-31044.000,1.930000,0.490000,-7.860000,-1.810000,1.080000,0.410000,-1.260000,0.070000
307,-30888.000,1.670000,0.830000,-7.830000,-1.770000,1.060000,0.460000,-1.290000,0.070000
308,-30732.000,1.410000,1.160000,-7.790000,-1.740000,1.030000,0.510000,-1.310000,0.070000
309,-30576.000,1.160000,1.470000,-7.730000,-1.700000,1.000000,0.580000,-1.340000,0.080000
310,-30420.000,0.900000,1.760000,-7.650000,-1.660000,0.970000,0.650000,-1.360000,0.080000
311,-30264.000,0.640000,2.040000,-7.580000,-1.630000,0.930000,0.710000,-1.380000,0.080000
312,-30108.000,0.410000,2.290000,-7.480000,-1.590000,0.880000,0.780000,-1.400000,0.080000
313,-29952.000,0.160000,2.580000,-7.380000,-1.540000,0.840000,0.840000,-1.410000,0.090000
314,-29796.000,-0.080000,2.850000,-7.280000,-1.500000,0.790000,0.900000,-1.410000,0.090000
315,-29640.000,0.260000,2.870000,-7.360000,-1.410000,0.620000,1.000000,-1.380000,0.080000
316,-29484.000,0.040000,3.580000,-6.910000,-1.090000,-0.690000,1.120000,-1.280000,-0.280000
317,-29328.000,-0.030000,3.810000,-6.710000,-0.970000,-2.160000,0.640000,-1.740000,-1.080000
318,-29172.000,0.090000,4.240000,-6.420000,-0.690000,-3.660000,0.560000,-1.880000,-1.660000
319,-29016.000,0.040000,4.700000,-6.040000,-0.430000,-5.080000,0.600000,-1.900000,-2.120000
320,-28860.000,0.030000,5.040000,-5.730000,-0.220000,-6.320000,0.670000,-1.930000,-2.520000
321,-28704.000,-0.030000,5.680000,-5.130000,0.170000,-7.400000,0.980000,-1.660000,-2.690000
322,-28548.000,-0.140000,6.250000,-4.630000,0.490000,-7.990000,1.200000,-1.510000,-2.760000
323,-28392.000,-0.210000,6.830000,-4.090000,0.840000,-8.280000,1.440000,-1.270000,-2.700000
324,-28236.000,-0.380000,7.420000,-3.520000,1.170000,-8.290000,1.650000,-1.030000,-2.550000
325,-28080.000,-0.560000,7.900000,-2.970000,1.450000,-7.990000,1.770000,-0.870000,-2.360000
326,-27924.000,-0.710000,8.340000,-2.380000,1.750000,-7.430000,1.870000,-0.710000,-2.090000
327,-27768.000,-0.860000,8.590000,-1.800000,1.970000,-6.590000,1.900000,-0.630000,-1.770000
328,-27612.000,-1.020000,8.760000,-1.270000,2.150000,-5.580000,1.930000,-0.620000,-1.420000
329,-27456.000,-1.200000,8.920000,-0.790000,2.310000,-4.460000,1.970000,-0.660000,-1.050000
330,-27300.000,-1.380000,9.010000,-0.420000,2.400000,-3.260000,1.980000,-0.770000,-0.680000
331,-27144.000,-1.530000,9.070000,-0.100000,2.480000,-2.080000,2.010000,-0.870000,-0.310000
332,-26988.000,-1.650000,9.050000,0.130000,2.510000,-1.010000,2.050000,-0.970000,0.020000
333,-26832.000,-1.700000,9.060000,0.350000,2.570000,-0.270000,2.130000,-0.990000,0.290000
334,-26676.000,-1.780000,9.020000,0.550000,2.590000,0.030000,2.060000,-1.070000,0.340000
335,-26520.000,-1.900000,9.010000,0.740000,2.610000,0.030000,1.910000,-1.150000,0.260000
336,-26364.000,-2.000000,8.890000,0.940000,2.610000,-0.060000,1.730000,-1.130000,0.180000
337,-26208.000,-2.160000,8.780000,1.160000,2.590000,-0.200000,1.620000,-0.990000,0.140000
338,-26052.000,-2.330000,8.640000,1.390000,2.560000,-0.340000,1.570000,-0.760000,0.150000
339,-25896.000,-2.510000,8.510000,1.680000,2.560000,-0.470000,1.560000,-0.470000,0.200000
340,-25740.000,-2.700000,8.360000,2.020000,2.560000,-0.630000,1.510000,-0.190000,0.230000
341,-25584.000,-2.900000,8.160000,2.350000,2.530000,-0.820000,1.400000,0.010000,0.190000
342,-25428.000,-3.120000,7.920000,2.690000,2.490000,-0.960000,1.240000,0.180000,0.150000
343,-25272.000,-3.320000,7.670000,2.990000,2.440000,-1.020000,1.120000,0.320000,0.140000
344,-25116.000,-3.510000,7.430000,3.320000,2.410000,-1.000000,1.050000,0.430000,0.160000
345,-24960.000,-3.700000,7.170000,3.640000,2.370000,-0.940000,1.020000,0.450000,0.170000
346,-24804.000,-3.860000,6.900000,3.950000,2.330000,-0.880000,1.010000,0.430000,0.180000
347,-24648.000,-3.990000,6.590000,4.220000,2.270000,-0.840000,0.990000,0.360000,0.170000
348,-24492.000,-4.060000,6.280000,4.410000,2.210000,-0.810000,0.970000,0.310000,0.150000
349,-24336.000,-4.130000,5.900000,4.620000,2.130000,-0.790000,0.950000,0.280000,0.140000
350,-24180.000,-4.200000,5.560000,4.840000,2.060000,-0.760000,0.940000,0.280000,0.150000
351,-24024.000,-4.250000,5.190000,5.030000,1.990000,-0.740000,0.900000,0.320000,0.160000
352,-23868.000,-4.300000,4.850000,5.200000,1.910000,-0.740000,0.840000,0.380000,0.160000
353,-23712.000,-4.350000,4.500000,5.370000,1.840000,-0.770000,0.770000,0.460000,0.150000
354,-23556.000,-4.380000,4.160000,5.510000,1.760000,-0.820000,0.690000,0.540000,0.130000
355,-23400.000,-4.420000,3.800000,5.680000,1.680000,-0.860000,0.620000,0.640000,0.130000
356,-23244.000,-4.450000,3.420000,5.830000,1.600000,-0.890000,0.560000,0.740000,0.130000
357,-23088.000,-4.470000,3.010000,5.990000,1.510000,-0.910000,0.480000,0.850000,0.140000
358,-22932.000,-4.470000,2.610000,6.120000,1.420000,-0.920000,0.400000,0.940000,0.140000
359,-22776.000,-4.470000,2.190000,6.260000,1.320000,-0.900000,0.300000,1.000000,0.130000
360,-22620.000,-4.470000,1.780000,6.380000,1.230000,-0.880000,0.210000,1.030000,0.120000
361,-22464.000,-4.450000,1.370000,6.480000,1.130000,-0.830000,0.140000,1.060000,0.120000
362,-22308.000,-4.410000,0.940000,6.570000,1.030000,-0.760000,0.070000,1.070000,0.120000
363,-22152.000,-4.360000,0.500000,6.600000,0.910000,-0.700000,0.010000,1.070000,0.120000
364,-21996.000,-4.290000,0.090000,6.630000,0.810000,-0.640000,-0.050000,1.070000,0.120000
365,-21840.000,-4.220000,-0.320000,6.660000,0.700000,-0.580000,-0.120000,1.080000,0.120000
366,-21684.000,-4.120000,-0.750000,6.690000,0.600000,-0.540000,-0.190000,1.090000,0.120000
367,-21528.000,-4.020000,-1.160000,6.690000,0.500000,-0.500000,-0.240000,1.100000,0.120000
368,-21372.000,-3.910000,-1.570000,6.650000,0.390000,-0.470000,-0.310000,1.130000,0.110000
369,-21216.000,-3.770000,-1.950000,6.590000,0.290000,-0.440000,-0.370000,1.170000,0.120000
370,-21060.000,-3.630000,-2.320000,6.510000,0.180000,-0.430000,-0.440000,1.220000,0.110000
371,-20904.000,-3.460000,-2.710000,6.420000,0.080000,-0.400000,-0.510000,1.240000,0.110000
372,-20748.000,-3.280000,-3.090000,6.330000,-0.010000,-0.370000,-0.580000,1.280000,0.110000
373,-20592.000,-3.120000,-3.440000,6.200000,-0.120000,-0.320000,-0.650000,1.300000,0.110000
374,-20436.000,-2.940000,-3.790000,6.090000,-0.210000,-0.270000,-0.730000,1.330000,0.110000
375,-20280.000,-2.770000,-4.140000,5.960000,-0.310000,-0.220000,-0.800000,1.350000,0.110000
376,-20124.000,-2.610000,-4.450000,5.830000,-0.410000,-0.180000,-0.860000,1.370000,0.110000
377,-19968.000,-2.440000,-4.810000,5.680000,-0.520000,-0.130000,-0.920000,1.370000,0.100000
378,-19812.000,-2.250000,-5.120000,5.530000,-0.610000,-0.080000,-0.970000,1.370000,0.100000
379,-19656.000,-2.050000,-5.450000,5.370000,-0.710000,-0.020000,-1.020000,1.360000,0.100000
380,-19500.000,-1.850000,-5.750000,5.170000,-0.810000,0.040000,-1.060000,1.330000,0.100000
381,-19344.000,-1.640000,-6.060000,4.980000,-0.900000,0.110000,-1.100000,1.300000,0.100000
382,-19188.000,-1.420000,-6.350000,4.780000,-0.990000,0.210000,-1.130000,1.240000,0.100000
383,-19032.000,-1.210000,-6.620000,4.550000,-1.090000,0.280000,-1.170000,1.190000,0.100000
384,-18876.000,-0.980000,-6.880000,4.310000,-1.180000,0.370000,-1.200000,1.140000,0.100000
385,-18720.000,-0.760000,-7.160000,4.070000,-1.280000,0.450000,-1.240000,1.090000,0.100000
386,-18564.000,-0.530000,-7.380000,3.810000,-1.360000,0.520000,-1.270000,1.050000,0.100000
387,-18408.000,-0.300000,-7.600000,3.560000,-1.440000,0.580000,-1.300000,1.020000,0.100000
388,-18252.000,-0.040000,-7.790000,3.270000,-1.520000,0.640000,-1.320000,1.000000,0.100000
389,-18096.000,0.200000,-7.950000,2.980000,-1.590000,0.710000,-1.360000,0.970000,0.100000
390,-17940.000,0.430000,-8.070000,2.680000,-1.650000,0.770000,-1.390000,0.950000,0.110000
391,-17784.000,0.640000,-8.140000,2.350000,-1.710000,0.820000,-1.420000,0.920000,0.100000
392,-17628.000,0.860000,-8.180000,2.020000,-1.760000,0.870000,-1.440000,0.890000,0.100000
393,-17472.000,1.110000,-8.240000,1.690000,-1.810000,0.930000,-1.440000,0.850000,0.110000
394,-17316.000,1.320000,-8.270000,1.350000,-1.860000,0.990000,-1.460000,0.790000,0.100000
395,-17160.000,1.540000,-8.310000,1.030000,-1.910000,1.060000,-1.460000,0.740000,0.110000
396,-17004.000,1.740000,-8.330000,0.710000,-1.960000,1.130000,-1.470000,0.680000,0.110000
397,-16848.000,1.910000,-8.310000,0.410000,-1.990000,1.200000,-1.490000,0.640000,0.110000
398,-16692.000,2.100000,-8.310000,0.100000,-2.030000,1.250000,-1.510000,0.600000,0.110000
399,-16536.000,2.310000,-8.280000,-0.240000,-2.070000,1.320000,-1.510000,0.550000,0.120000
400,-16380.000,2.500000,-8.240000,-0.550000,-2.090000,1.360000,-1.510000,0.510000,0.120000
401,-16224.000,2.680000,-8.190000,-0.880000,-2.130000,1.400000,-1.500000,0.450000,0.110000
402,-16068.000,2.840000,-8.110000,-1.200000,-2.150000,1.440000,-1.480000,0.390000,0.110000
403,-15912.000,3.020000,-8.010000,-1.530000,-2.170000,1.480000,-1.440000,0.320000,0.120000
404,-15756.000,3.180000,-7.890000,-1.860000,-2.190000,1.510000,-1.400000,0.250000,0.120000
405,-15600.000,3.330000,-7.760000,-2.180000,-2.200000,1.550000,-1.340000,0.170000,0.120000
406,-15444.000,3.470000,-7.610000,-2.500000,-2.210000,1.580000,-1.290000,0.090000,0.120000
407,-15288.000,3.550000,-7.450000,-2.800000,-2.230000,1.610000,-1.240000,0.000000,0.120000
408,-15132.000,3.670000,-7.260000,-3.090000,-2.220000,1.640000,-1.180000,-0.060000,0.130000
409,-14976.000,3.790000,-7.060000,-3.400000,-2.220000,1.670000,-1.140000,-0.130000,0.130000
410,-14820.000,3.900000,-6.820000,-3.700000,-2.200000,1.710000,-1.110000,-0.200000,0.130000
411,-14664.000,3.970000,-6.580000,-3.990000,-2.200000,1.740000,-1.070000,-0.270000,0.130000
412,-14508.000,4.030000,-6.300000,-4.270000,-2.180000,1.800000,-1.040000,-0.340000,0.140000
413,-14352.000,4.050000,-6.010000,-4.520000,-2.160000,1.830000,-1.000000,-0.400000,0.140000
414,-14196.000,4.080000,-5.680000,-4.790000,-2.130000,1.860000,-0.970000,-0.460000,0.140000
415,-14040.000,4.100000,-5.370000,-5.040000,-2.100000,1.870000,-0.920000,-0.500000,0.150000
416,-13884.000,4.100000,-5.050000,-5.280000,-2.070000,1.880000,-0.860000,-0.570000,0.150000
417,-13728.000,4.110000,-4.720000,-5.490000,-2.030000,1.880000,-0.810000,-0.630000,0.140000
418,-13572.000,4.110000,-4.420000,-5.710000,-2.000000,1.900000,-0.760000,-0.690000,0.150000
419,-13416.000,4.090000,-4.120000,-5.910000,-1.980000,1.900000,-0.710000,-0.730000,0.150000
420,-13260.000,4.080000,-3.790000,-6.120000,-1.940000,1.900000,-0.660000,-0.790000,0.150000
421,-13104.000,4.050000,-3.450000,-6.300000,-1.900000,1.900000,-0.600000,-0.840000,0.150000
422,-12948.000,4.020000,-3.110000,-6.470000,-1.850000,1.900000,-0.540000,-0.880000,0.160000
423,-12792.000,3.960000,-2.760000,-6.620000,-1.800000,1.870000,-0.470000,-0.920000,0.160000
424,-12636.000,3.910000,-2.420000,-6.760000,-1.750000,1.830000,-0.390000,-0.970000,0.150000
425,-12480.000,3.830000,-2.060000,-6.870000,-1.700000,1.780000,-0.300000,-1.000000,0.160000
426,-12324.000,3.740000,-1.690000,-7.000000,-1.650000,1.730000,-0.210000,-1.030000,0.160000
427,-12168.000,3.650000,-1.300000,-7.090000,-1.580000,1.670000,-0.120000,-1.060000,0.160000
428,-12012.000,3.540000,-0.950000,-7.180000,-1.530000,1.600000,-0.030000,-1.090000,0.160000
429,-11856.000,3.440000,-0.580000,-7.240000,-1.460000,1.540000,0.060000,-1.110000,0.160000
430,-11700.000,3.300000,-0.200000,-7.290000,-1.390000,1.490000,0.140000,-1.140000,0.160000
431,-11544.000,3.160000,0.180000,-7.330000,-1.330000,1.450000,0.220000,-1.160000,0.170000
432,-11388.000,2.980000,0.560000,-7.330000,-1.260000,1.400000,0.290000,-1.190000,0.160000
433,-11232.000,2.800000,0.930000,-7.310000,-1.190000,1.360000,0.380000,-1.230000,0.170000
434,-11076.000,2.600000,1.290000,-7.250000,-1.120000,1.320000,0.430000,-1.260000,0.160000
435,-10920.000,2.390000,1.670000,-7.180000,-1.040000,1.290000,0.500000,-1.270000,0.170000
436,-10764.000,2.190000,2.040000,-7.120000,-0.960000,1.260000,0.560000,-1.290000,0.170000
437,-10608.000,1.980000,2.400000,-7.040000,-0.880000,1.220000,0.620000,-1.320000,0.170000
438,-10452.000,1.770000,2.720000,-6.930000,-0.810000,1.190000,0.680000,-1.340000,0.170000
439,-10296.000,1.550000,3.040000,-6.820000,-0.740000,1.140000,0.740000,-1.360000,0.170000
440,-10140.000,1.350000,3.330000,-6.690000,-0.670000,1.110000,0.810000,-1.370000,0.180000
441,-9984.000,1.140000,3.660000,-6.570000,-0.590000,1.060000,0.860000,-1.390000,0.170000
442,-9828.000,0.930000,3.970000,-6.440000,-0.510000,1.010000,0.930000,-1.390000,0.180000
443,-9672.000,0.700000,4.250000,-6.290000,-0.440000,0.940000,0.980000,-1.380000,0.180000
444,-9516.000,0.490000,4.550000,-6.130000,-0.360000,0.870000,1.040000,-1.360000,0.180000
445,-9360.000,0.250000,4.830000,-5.940000,-0.280000,0.790000,1.080000,-1.330000,0.180000
446,-9204.000,0.020000,5.060000,-5.750000,-0.220000,0.710000,1.120000,-1.290000,0.180000
447,-9048.000,-0.240000,5.320000,-5.530000,-0.150000,0.610000,1.160000,-1.240000,0.170000
448,-8892.000,-0.470000,5.560000,-5.310000,-0.070000,0.520000,1.200000,-1.180000,0.180000
449,-8736.000,-0.700000,5.770000,-5.080000,0.000000,0.420000,1.230000,-1.110000,0.180000
450,-8580.000,-0.920000,5.970000,-4.830000,0.070000,0.340000,1.270000,-1.060000,0.180000
451,-8424.000,-1.160000,6.180000,-4.580000,0.140000,0.260000,1.280000,-1.010000,0.170000
452,-8268.000,-1.420000,6.370000,-4.300000,0.210000,0.200000,1.320000,-0.980000,0.180000
453,-8112.000,-1.680000,6.530000,-3.990000,0.280000,0.140000,1.340000,-0.940000,0.180000
454,-7956.000,-1.900000,6.660000,-3.680000,0.360000,0.070000,1.380000,-0.920000,0.170000
455,-7800.000,-2.110000,6.730000,-3.340000,0.420000,0.010000,1.420000,-0.890000,0.180000
456,-7644.000,-2.320000,6.780000,-3.010000,0.480000,-0.040000,1.450000,-0.860000,0.180000
457,-7488.000,-2.520000,6.840000,-2.670000,0.550000,-0.080000,1.460000,-0.830000,0.180000
458,-7332.000,-2.720000,6.890000,-2.320000,0.610000,-0.140000,1.460000,-0.790000,0.170000
459,-7176.000,-2.920000,6.940000,-1.990000,0.670000,-0.190000,1.480000,-0.740000,0.180000
460,-7020.000,-3.100000,6.980000,-1.660000,0.740000,-0.260000,1.490000,-0.710000,0.170000
461,-6864.000,-3.250000,7.000000,-1.340000,0.800000,-0.320000,1.510000,-0.660000,0.170000
462,-6708.000,-3.430000,7.010000,-1.010000,0.850000,-0.380000,1.530000,-0.610000,0.180000
463,-6552.000,-3.590000,7.000000,-0.680000,0.910000,-0.440000,1.540000,-0.570000,0.170000
464,-6396.000,-3.740000,6.970000,-0.340000,0.960000,-0.510000,1.550000,-0.520000,0.170000
465,-6240.000,-3.910000,6.950000,0.010000,1.010000,-0.560000,1.550000,-0.470000,0.170000
466,-6084.000,-4.060000,6.910000,0.360000,1.070000,-0.610000,1.520000,-0.400000,0.170000
467,-5928.000,-4.210000,6.870000,0.700000,1.120000,-0.650000,1.500000,-0.330000,0.170000
468,-5772.000,-4.370000,6.770000,1.060000,1.150000,-0.700000,1.460000,-0.250000,0.170000
469,-5616.000,-4.500000,6.670000,1.410000,1.190000,-0.740000,1.410000,-0.160000,0.170000
470,-5460.000,-4.600000,6.540000,1.760000,1.230000,-0.770000,1.340000,-0.080000,0.160000
471,-5304.000,-4.700000,6.410000,2.090000,1.260000,-0.810000,1.270000,0.010000,0.150000
472,-5148.000,-4.790000,6.280000,2.430000,1.300000,-0.830000,1.210000,0.100000,0.160000
473,-4992.000,-4.890000,6.110000,2.760000,1.320000,-0.860000,1.150000,0.170000,0.150000
474,-4836.000,-4.960000,5.930000,3.100000,1.350000,-0.890000,1.110000,0.250000,0.150000
475,-4680.000,-5.010000,5.720000,3.420000,1.370000,-0.930000,1.060000,0.320000,0.150000
476,-4524.000,-5.020000,5.490000,3.730000,1.400000,-0.970000,1.040000,0.400000,0.150000
477,-4368.000,-5.010000,5.210000,4.030000,1.410000,-1.010000,1.000000,0.460000,0.150000
478,-4212.000,-4.990000,4.940000,4.340000,1.430000,-1.030000,0.960000,0.520000,0.150000
479,-4056.000,-4.980000,4.660000,4.630000,1.430000,-1.050000,0.920000,0.570000,0.140000
480,-3900.000,-4.950000,4.390000,4.900000,1.440000,-1.060000,0.880000,0.620000,0.140000
481,-3744.000,-4.910000,4.130000,5.160000,1.460000,-1.090000,0.820000,0.680000,0.130000
482,-3588.000,-4.860000,3.880000,5.390000,1.470000,-1.090000,0.780000,0.740000,0.140000
483,-3432.000,-4.810000,3.610000,5.620000,1.470000,-1.120000,0.740000,0.790000,0.130000
484,-3276.000,-4.750000,3.330000,5.860000,1.480000,-1.130000,0.690000,0.840000,0.130000
485,-3120.000,-4.680000,3.030000,6.070000,1.470000,-1.140000,0.640000,0.900000,0.130000
486,-2964.000,-4.600000,2.750000,6.260000,1.470000,-1.130000,0.580000,0.950000,0.130000
487,-2808.000,-4.500000,2.450000,6.460000,1.470000,-1.110000,0.510000,1.000000,0.130000
488,-2652.000,-4.390000,2.140000,6.620000,1.450000,-1.080000,0.430000,1.030000,0.120000
489,-2496.000,-4.270000,1.830000,6.790000,1.450000,-1.040000,0.340000,1.080000,0.120000
490,-2340.000,-4.140000,1.510000,6.910000,1.420000,-0.990000,0.240000,1.100000,0.110000
491,-2184.000,-3.990000,1.180000,7.040000,1.410000,-0.920000,0.150000,1.130000,0.120000
492,-2028.000,-3.840000,0.860000,7.160000,1.390000,-0.850000,0.040000,1.160000,0.110000
493,-1872.000,-3.670000,0.540000,7.260000,1.370000,-0.790000,-0.040000,1.190000,0.120000
494,-1716.000,-3.480000,0.190000,7.340000,1.350000,-0.730000,-0.130000,1.210000,0.110000
495,-1560.000,-3.290000,-0.120000,7.420000,1.330000,-0.680000,-0.210000,1.240000,0.110000
496,-1404.000,-3.090000,-0.460000,7.470000,1.300000,-0.640000,-0.290000,1.270000,0.110000
497,-1248.000,-2.840000,-0.760000,7.480000,1.290000,-0.600000,-0.370000,1.300000,0.110000
498,-1092.000,-2.610000,-1.060000,7.450000,1.260000,-0.570000,-0.440000,1.330000,0.100000
499,-936.000,-2.340000,-1.370000,7.420000,1.230000,-0.540000,-0.490000,1.350000,0.100000
500,-780.000,-2.070000,-1.680000,7.380000,1.210000,-0.510000,-0.540000,1.370000,0.100000
501,-624.000,-1.820000,-1.960000,7.320000,1.180000,-0.470000,-0.600000,1.370000,0.100000
502,-468.000,-1.550000,-2.230000,7.260000,1.160000,-0.430000,-0.650000,1.390000,0.100000
503,-312.000,-1.300000,-2.500000,7.190000,1.130000,-0.390000,-0.710000,1.400000,0.100000
504,-156.000,-1.050000,-2.740000,7.120000,1.110000,-0.360000,-0.770000,1.420000,0.090000
505,0.000,-0.800000,-2.990000,7.020000,1.070000,-0.310000,-0.830000,1.430000,0.090000
506,156.000,-0.540000,-3.260000,6.920000,1.040000,-0.270000,-0.880000,1.430000,0.090000
507,312.000,-0.270000,-3.500000,6.800000,1.010000,-0.220000,-0.940000,1.430000,0.090000
508,468.000,0.000000,-3.740000,6.660000,0.970000,-0.160000,-0.980000,1.410000,0.090000
509,624.000,0.280000,-3.990000,6.510000,0.930000,-0.080000,-1.040000,1.380000,0.080000
510,780.000,0.560000,-4.210000,6.350000,0.900000,0.000000,-1.080000,1.330000,0.080000
511,936.000,0.850000,-4.430000,6.180000,0.860000,0.090000,-1.120000,1.280000,0.080000
512,1092.000,1.130000,-4.630000,5.960000,0.820000,0.190000,-1.160000,1.220000,0.080000
513,1248.000,1.400000,-4.800000,5.770000,0.790000,0.270000,-1.200000,1.160000,0.070000
514,1404.000,1.670000,-4.970000,5.550000,0.750000,0.360000,-1.210000,1.100000,0.080000
515,1560.000,1.950000,-5.210000,5.320000,0.680000,0.430000,-1.240000,1.060000,0.080000
516,1716.000,2.250000,-5.370000,5.070000,0.650000,0.490000,-1.270000,1.010000,0.070000
517,1872.000,2.110000,-5.330000,5.010000,0.590000,0.610000,-1.310000,0.950000,0.080000
518,2028.000,2.410000,-5.960000,4.320000,0.250000,1.890000,-1.470000,0.770000,0.390000
519,2184.000,2.350000,-6.020000,4.110000,0.140000,3.360000,-0.980000,1.170000,1.180000
520,2340.000,2.180000,-6.160000,3.770000,-0.070000,4.700000,-0.790000,1.290000,1.730000
521,2496.000,2.220000,-6.440000,3.200000,-0.340000,5.940000,-0.790000,1.220000,2.120000
522,2652.000,2.220000,-6.610000,2.780000,-0.530000,6.980000,-0.750000,1.220000,2.480000
523,2808.000,2.230000,-7.010000,2.090000,-0.890000,7.950000,-0.980000,0.930000,2.630000
524,2964.000,2.280000,-7.350000,1.470000,-1.200000,8.480000,-1.120000,0.780000,2.710000
525,3120.000,2.310000,-7.620000,0.890000,-1.470000,8.750000,-1.290000,0.580000,2.680000
526,3276.000,2.420000,-7.930000,0.280000,-1.740000,8.790000,-1.460000,0.370000,2.560000
527,3432.000,2.510000,-8.160000,-0.280000,-1.970000,8.540000,-1.560000,0.250000,2.410000
528,3588.000,2.580000,-8.460000,-0.860000,-2.240000,8.030000,-1.680000,0.100000,2.150000
529,3744.000,2.690000,-8.620000,-1.410000,-2.440000,7.240000,-1.730000,0.050000,1.850000
530,3900.000,2.780000,-8.690000,-1.900000,-2.600000,6.260000,-1.780000,0.060000,1.510000
531,4056.000,2.890000,-8.710000,-2.360000,-2.720000,5.170000,-1.820000,0.100000,1.150000
532,4212.000,2.990000,-8.630000,-2.720000,-2.780000,4.030000,-1.860000,0.170000,0.780000
533,4368.000,3.090000,-8.540000,-3.040000,-2.830000,2.930000,-1.900000,0.170000,0.400000
534,4524.000,3.080000,-8.390000,-3.250000,-2.850000,1.970000,-1.940000,0.100000,0.040000
535,4680.000,3.120000,-8.280000,-3.520000,-2.890000,1.480000,-1.920000,-0.010000,-0.150000
536,4836.000,3.150000,-8.100000,-3.730000,-2.890000,1.330000,-1.720000,-0.010000,-0.130000
537,4992.000,3.230000,-7.920000,-3.980000,-2.890000,1.380000,-1.500000,0.000000,-0.040000
