点号,相对时间(微秒),  1:010AUA(V),  2:010AUB(V),  3:010AUC(V),  4:010AU0(V),  5:010BIA(A),  6:010BIB(A),  7:010BIC(A),  8:010BI0(A)
266,-38688.000,-5.280000,-1.680000,5.820000,-0.380000,-1.910000,0.240000,1.610000,-0.020000
267,-38532.000,-5.120000,-2.020000,5.870000,-0.420000,-1.840000,0.120000,1.670000,-0.010000
268,-38376.000,-4.920000,-2.370000,5.900000,-0.460000,-1.780000,0.000000,1.720000,-0.020000
269,-38220.000,-4.710000,-2.710000,5.910000,-0.500000,-1.710000,-0.130000,1.780000,-0.020000
270,-38064.000,-4.450000,-2.990000,5.870000,-0.520000,-1.630000,-0.250000,1.820000,-0.020000
271,-37908.000,-4.210000,-3.310000,5.800000,-0.570000,-1.570000,-0.380000,1.880000,-0.020000
272,-37752.000,-3.940000,-3.650000,5.770000,-0.600000,-1.500000,-0.470000,1.900000,-0.020000
273,-37596.000,-3.680000,-3.950000,5.720000,-0.630000,-1.440000,-0.570000,1.940000,-0.020000
274,-37440.000,-3.430000,-4.230000,5.670000,-0.660000,-1.370000,-0.660000,1.970000,-0.020000
275,-37284.000,-3.180000,-4.490000,5.610000,-0.680000,-1.320000,-0.740000,2.000000,-0.020000
276,-37128.000,-2.950000,-4.700000,5.540000,-0.700000,-1.280000,-0.800000,2.020000,-0.020000
277,-36972.000,-2.690000,-4.950000,5.480000,-0.720000,-1.230000,-0.860000,2.030000,-0.020000
278,-36816.000,-2.430000,-5.170000,5.380000,-0.740000,-1.180000,-0.930000,2.040000,-0.020000
279,-36660.000,-2.140000,-5.400000,5.260000,-0.760000,-1.110000,-1.020000,2.060000,-0.020000
280,-36504.000,-1.880000,-5.620000,5.140000,-0.780000,-1.030000,-1.120000,2.090000,-0.020000
281,-36348.000,-1.590000,-5.820000,5.010000,-0.800000,-0.920000,-1.240000,2.100000,-0.020000
282,-36192.000,-1.320000,-6.000000,4.880000,-0.810000,-0.810000,-1.350000,2.090000,-0.020000
283,-36036.000,-1.000000,-6.190000,4.720000,-0.820000,-0.710000,-1.420000,2.070000,-0.020000
284,-35880.000,-0.710000,-6.370000,4.560000,-0.840000,-0.610000,-1.480000,2.030000,-0.020000
285,-35724.000,-0.450000,-6.490000,4.390000,-0.850000,-0.510000,-1.520000,1.970000,-0.020000
286,-35568.000,-0.190000,-6.610000,4.240000,-0.850000,-0.400000,-1.570000,1.910000,-0.020000
287,-35412.000,0.090000,-6.790000,4.060000,-0.880000,-0.300000,-1.610000,1.860000,-0.010000
288,-35256.000,0.400000,-6.910000,3.840000,-0.890000,-0.200000,-1.680000,1.820000,-0.020000
289,-35100.000,0.730000,-6.970000,3.580000,-0.880000,-0.070000,-1.760000,1.790000,-0.010000
290,-34944.000,1.060000,-7.000000,3.310000,-0.870000,0.050000,-1.860000,1.760000,-0.010000
291,-34788.000,1.370000,-6.980000,3.020000,-0.860000,0.190000,-1.930000,1.690000,-0.010000
292,-34632.000,1.700000,-6.960000,2.710000,-0.850000,0.310000,-1.980000,1.620000,-0.010000
293,-34476.000,2.000000,-6.910000,2.410000,-0.830000,0.410000,-1.990000,1.530000,-0.010000
294,-34320.000,2.300000,-6.910000,2.120000,-0.830000,0.510000,-2.010000,1.450000,-0.010000
295,-34164.000,2.600000,-6.880000,1.860000,-0.800000,0.590000,-2.030000,1.400000,-0.010000
296,-34008.000,2.880000,-6.840000,1.580000,-0.790000,0.690000,-2.090000,1.360000,-0.010000
297,-33852.000,3.120000,-6.790000,1.320000,-0.780000,0.770000,-2.150000,1.330000,-0.010000
298,-33696.000,3.390000,-6.720000,1.060000,-0.750000,0.840000,-2.170000,1.290000,-0.010000
299,-33540.000,3.640000,-6.640000,0.780000,-0.740000,0.920000,-2.180000,1.220000,-0.010000
300,-33384.000,3.840000,-6.550000,0.510000,-0.730000,1.000000,-2.170000,1.130000,-0.010000
301,-33228.000,4.080000,-6.460000,0.240000,-0.710000,1.090000,-2.160000,1.040000,-0.010000
302,-33072.000,4.310000,-6.340000,-0.040000,-0.690000,1.180000,-2.160000,0.960000,0.000000
303,-32916.000,4.510000,-6.190000,-0.320000,-0.660000,1.280000,-2.180000,0.880000,0.000000
304,-32760.000,4.690000,-6.000000,-0.590000,-0.630000,1.370000,-2.180000,0.800000,0.000000
305,-32604.000,4.900000,-5.840000,-0.870000,-0.600000,1.440000,-2.170000,0.700000,-0.010000
306,-32448.000,5.090000,-5.670000,-1.160000,-0.580000,1.500000,-2.120000,0.600000,0.000000
307,-32292.000,5.250000,-5.500000,-1.400000,-0.550000,1.570000,-2.060000,0.490000,0.000000
308,-32136.000,5.400000,-5.310000,-1.650000,-0.520000,1.620000,-1.990000,0.380000,0.000000
309,-31980.000,5.550000,-5.100000,-1.910000,-0.480000,1.670000,-1.940000,0.270000,0.000000
310,-31824.000,5.690000,-4.820000,-2.200000,-0.440000,1.740000,-1.890000,0.160000,0.000000
311,-31668.000,5.800000,-4.520000,-2.500000,-0.400000,1.830000,-1.840000,0.020000,0.000000
312,-31512.000,5.870000,-4.190000,-2.780000,-0.360000,1.920000,-1.770000,-0.110000,0.010000
313,-31356.000,5.930000,-3.840000,-3.040000,-0.310000,2.000000,-1.700000,-0.260000,0.010000
314,-31200.000,5.930000,-3.500000,-3.260000,-0.270000,2.030000,-1.620000,-0.370000,0.010000
315,-31044.000,6.000000,-3.170000,-3.510000,-0.220000,2.050000,-1.540000,-0.470000,0.010000
316,-30888.000,6.040000,-2.860000,-3.730000,-0.180000,2.070000,-1.470000,-0.560000,0.010000
317,-30732.000,6.080000,-2.560000,-3.960000,-0.140000,2.100000,-1.420000,-0.630000,0.010000
318,-30576.000,6.090000,-2.260000,-4.150000,-0.100000,2.140000,-1.390000,-0.700000,0.010000
319,-30420.000,6.100000,-1.940000,-4.350000,-0.060000,2.180000,-1.350000,-0.780000,0.010000
320,-30264.000,6.080000,-1.610000,-4.550000,-0.020000,2.200000,-1.290000,-0.860000,0.010000
321,-30108.000,6.040000,-1.270000,-4.730000,0.010000,2.210000,-1.200000,-0.950000,0.020000
322,-29952.000,6.000000,-0.950000,-4.900000,0.050000,2.230000,-1.110000,-1.030000,0.030000
323,-29796.000,5.970000,-0.640000,-5.070000,0.080000,2.250000,-1.000000,-1.100000,0.050000
324,-29640.000,5.900000,-0.320000,-5.220000,0.120000,2.260000,-0.920000,-1.170000,0.050000
325,-29484.000,5.810000,-0.010000,-5.350000,0.150000,2.270000,-0.850000,-1.250000,0.050000
326,-29328.000,5.720000,0.330000,-5.460000,0.190000,2.270000,-0.770000,-1.330000,0.050000
327,-29172.000,5.620000,0.660000,-5.580000,0.230000,2.220000,-0.660000,-1.410000,0.050000
328,-29016.000,5.350000,1.010000,-5.640000,0.240000,2.210000,-0.550000,-1.510000,0.050000
329,-28860.000,5.180000,1.090000,-5.890000,0.120000,2.660000,-0.400000,-1.570000,0.230000
330,-28704.000,4.910000,1.470000,-5.950000,0.140000,3.220000,-0.010000,-1.360000,0.610000
331,-28548.000,4.560000,1.720000,-6.080000,0.060000,3.800000,0.180000,-1.320000,0.880000
332,-28392.000,4.270000,2.000000,-6.190000,0.020000,4.320000,0.330000,-1.340000,1.100000
333,-28236.000,3.930000,2.270000,-6.250000,-0.010000,4.750000,0.380000,-1.430000,1.230000
334,-28080.000,3.620000,2.410000,-6.370000,-0.110000,5.010000,0.350000,-1.600000,1.250000
335,-27924.000,3.310000,2.590000,-6.400000,-0.160000,4.960000,0.330000,-1.720000,1.190000
336,-27768.000,3.040000,2.740000,-6.500000,-0.240000,4.700000,0.280000,-1.850000,1.040000
337,-27612.000,2.800000,2.940000,-6.520000,-0.260000,4.230000,0.270000,-1.930000,0.850000
338,-27456.000,2.570000,3.110000,-6.520000,-0.280000,3.630000,0.290000,-2.030000,0.630000
339,-27300.000,2.410000,3.270000,-6.520000,-0.280000,2.860000,0.360000,-2.120000,0.360000
340,-27144.000,2.070000,3.520000,-6.390000,-0.260000,2.020000,0.440000,-2.260000,0.060000
341,-26988.000,1.790000,3.720000,-6.340000,-0.270000,1.430000,0.580000,-2.370000,-0.120000
342,-26832.000,1.500000,3.960000,-6.250000,-0.260000,1.100000,0.900000,-2.330000,-0.110000
343,-26676.000,1.170000,4.280000,-6.110000,-0.220000,0.870000,1.250000,-2.220000,-0.030000
344,-26520.000,0.870000,4.560000,-5.990000,-0.180000,0.690000,1.510000,-2.130000,0.020000
345,-26364.000,0.560000,4.810000,-5.800000,-0.140000,0.530000,1.680000,-2.080000,0.040000
346,-26208.000,0.250000,5.070000,-5.610000,-0.090000,0.400000,1.730000,-2.080000,0.010000
347,-26052.000,-0.070000,5.300000,-5.450000,-0.070000,0.300000,1.700000,-2.110000,-0.030000
348,-25896.000,-0.390000,5.480000,-5.270000,-0.060000,0.260000,1.690000,-2.090000,-0.040000
349,-25740.000,-0.620000,5.640000,-5.090000,-0.020000,0.290000,1.720000,-2.030000,0.000000
350,-25584.000,-0.870000,5.780000,-4.900000,0.000000,0.310000,1.720000,-1.970000,0.020000
351,-25428.000,-1.120000,5.930000,-4.690000,0.040000,0.290000,1.720000,-1.950000,0.020000
352,-25272.000,-1.400000,6.050000,-4.450000,0.060000,0.240000,1.710000,-1.950000,0.000000
353,-25116.000,-1.690000,6.150000,-4.190000,0.090000,0.150000,1.740000,-1.940000,-0.010000
354,-24960.000,-1.960000,6.200000,-3.910000,0.110000,0.020000,1.810000,-1.880000,-0.010000
355,-24804.000,-2.200000,6.210000,-3.600000,0.130000,-0.110000,1.900000,-1.800000,0.000000
356,-24648.000,-2.450000,6.200000,-3.280000,0.150000,-0.250000,1.980000,-1.690000,0.010000
357,-24492.000,-2.700000,6.200000,-2.960000,0.180000,-0.400000,2.020000,-1.590000,0.010000
358,-24336.000,-2.990000,6.240000,-2.640000,0.200000,-0.540000,2.040000,-1.500000,0.000000
359,-24180.000,-3.250000,6.250000,-2.330000,0.220000,-0.670000,2.070000,-1.420000,0.000000
360,-24024.000,-3.480000,6.250000,-2.040000,0.240000,-0.790000,2.110000,-1.350000,-0.010000
361,-23868.000,-3.690000,6.230000,-1.730000,0.270000,-0.900000,2.170000,-1.270000,0.000000
362,-23712.000,-3.900000,6.210000,-1.430000,0.290000,-1.010000,2.230000,-1.210000,0.000000
363,-23556.000,-4.130000,6.170000,-1.120000,0.300000,-1.110000,2.250000,-1.130000,0.000000
364,-23400.000,-4.330000,6.130000,-0.810000,0.330000,-1.190000,2.250000,-1.060000,0.000000
365,-23244.000,-4.550000,6.080000,-0.490000,0.340000,-1.270000,2.230000,-0.980000,0.000000
366,-23088.000,-4.750000,6.010000,-0.180000,0.360000,-1.340000,2.210000,-0.890000,0.000000
367,-22932.000,-4.930000,5.920000,0.130000,0.370000,-1.410000,2.190000,-0.800000,0.000000
368,-22776.000,-5.070000,5.770000,0.430000,0.370000,-1.460000,2.190000,-0.720000,0.000000
369,-22620.000,-5.230000,5.640000,0.760000,0.390000,-1.510000,2.170000,-0.660000,0.000000
370,-22464.000,-5.370000,5.520000,1.070000,0.400000,-1.550000,2.130000,-0.600000,0.000000
371,-22308.000,-5.490000,5.390000,1.340000,0.410000,-1.590000,2.080000,-0.510000,0.000000
372,-22152.000,-5.600000,5.260000,1.620000,0.420000,-1.640000,2.020000,-0.410000,-0.010000
373,-21996.000,-5.700000,5.090000,1.920000,0.430000,-1.710000,1.980000,-0.290000,0.000000
374,-21840.000,-5.800000,4.880000,2.250000,0.440000,-1.780000,1.930000,-0.160000,0.000000
375,-21684.000,-5.860000,4.620000,2.560000,0.440000,-1.880000,1.870000,-0.010000,0.000000
376,-21528.000,-5.880000,4.330000,2.860000,0.430000,-1.970000,1.780000,0.140000,-0.010000
377,-21372.000,-5.880000,4.020000,3.160000,0.430000,-2.060000,1.690000,0.300000,-0.020000
378,-21216.000,-5.870000,3.720000,3.440000,0.430000,-2.110000,1.600000,0.460000,-0.010000
379,-21060.000,-5.870000,3.430000,3.720000,0.420000,-2.140000,1.530000,0.550000,-0.020000
380,-20904.000,-5.890000,3.150000,4.030000,0.430000,-2.160000,1.460000,0.640000,-0.020000
381,-20748.000,-5.870000,2.900000,4.290000,0.440000,-2.170000,1.420000,0.700000,-0.010000
382,-20592.000,-5.840000,2.630000,4.530000,0.440000,-2.210000,1.390000,0.760000,-0.020000
383,-20436.000,-5.780000,2.340000,4.760000,0.440000,-2.250000,1.370000,0.820000,-0.020000
384,-20280.000,-5.740000,2.050000,4.990000,0.430000,-2.290000,1.330000,0.890000,-0.020000
385,-20124.000,-5.670000,1.780000,5.190000,0.430000,-2.300000,1.260000,0.960000,-0.020000
386,-19968.000,-5.600000,1.490000,5.380000,0.420000,-2.300000,1.170000,1.060000,-0.020000
387,-19812.000,-5.520000,1.220000,5.570000,0.420000,-2.290000,1.080000,1.130000,-0.020000
388,-19656.000,-5.410000,0.940000,5.740000,0.420000,-2.280000,0.970000,1.220000,-0.030000
389,-19500.000,-5.290000,0.670000,5.830000,0.400000,-2.270000,0.880000,1.310000,-0.020000
390,-19344.000,-5.160000,0.350000,5.980000,0.390000,-2.250000,0.780000,1.380000,-0.030000
391,-19188.000,-5.020000,0.040000,6.120000,0.380000,-2.210000,0.660000,1.450000,-0.030000
392,-19032.000,-4.870000,-0.230000,6.240000,0.380000,-2.150000,0.520000,1.540000,-0.030000
393,-18876.000,-4.710000,-0.510000,6.350000,0.370000,-2.090000,0.360000,1.620000,-0.030000
394,-18720.000,-4.540000,-0.800000,6.440000,0.360000,-2.010000,0.220000,1.690000,-0.030000
395,-18564.000,-4.340000,-1.120000,6.530000,0.350000,-1.960000,0.090000,1.750000,-0.040000
396,-18408.000,-4.110000,-1.430000,6.580000,0.340000,-1.880000,-0.030000,1.800000,-0.030000
397,-18252.000,-3.860000,-1.750000,6.610000,0.330000,-1.820000,-0.160000,1.870000,-0.030000
398,-18096.000,-3.580000,-2.020000,6.590000,0.330000,-1.740000,-0.270000,1.910000,-0.030000
399,-17940.000,-3.300000,-2.330000,6.540000,0.300000,-1.690000,-0.380000,1.940000,-0.040000
400,-17784.000,-2.990000,-2.630000,6.520000,0.300000,-1.620000,-0.470000,1.970000,-0.040000
401,-17628.000,-2.720000,-2.900000,6.500000,0.290000,-1.560000,-0.570000,2.010000,-0.040000
402,-17472.000,-2.450000,-3.160000,6.470000,0.280000,-1.490000,-0.660000,2.020000,-0.040000
403,-17316.000,-2.180000,-3.390000,6.420000,0.280000,-1.430000,-0.740000,2.050000,-0.040000
404,-17160.000,-1.930000,-3.580000,6.370000,0.280000,-1.380000,-0.810000,2.080000,-0.030000
405,-17004.000,-1.640000,-3.810000,6.300000,0.280000,-1.340000,-0.900000,2.100000,-0.040000
406,-16848.000,-1.360000,-4.030000,6.210000,0.270000,-1.300000,-0.960000,2.120000,-0.040000
407,-16692.000,-1.050000,-4.250000,6.110000,0.270000,-1.220000,-1.050000,2.130000,-0.040000
408,-16536.000,-0.770000,-4.460000,6.010000,0.260000,-1.120000,-1.140000,2.130000,-0.040000
409,-16380.000,-0.470000,-4.640000,5.880000,0.250000,-1.020000,-1.250000,2.130000,-0.040000
410,-16224.000,-0.180000,-4.810000,5.740000,0.250000,-0.910000,-1.360000,2.130000,-0.040000
411,-16068.000,0.130000,-5.000000,5.600000,0.240000,-0.800000,-1.450000,2.110000,-0.040000
412,-15912.000,0.440000,-5.180000,5.430000,0.230000,-0.700000,-1.530000,2.080000,-0.050000
413,-15756.000,0.720000,-5.290000,5.260000,0.230000,-0.590000,-1.590000,2.040000,-0.040000
414,-15600.000,1.000000,-5.430000,5.110000,0.220000,-0.490000,-1.640000,1.980000,-0.050000
415,-15444.000,1.290000,-5.600000,4.930000,0.200000,-0.380000,-1.680000,1.920000,-0.040000
416,-15288.000,1.600000,-5.730000,4.730000,0.200000,-0.280000,-1.730000,1.860000,-0.050000
417,-15132.000,1.930000,-5.800000,4.470000,0.200000,-0.160000,-1.790000,1.800000,-0.050000
418,-14976.000,2.240000,-5.830000,4.190000,0.200000,-0.030000,-1.880000,1.750000,-0.050000
419,-14820.000,2.550000,-5.820000,3.880000,0.200000,0.110000,-1.950000,1.700000,-0.040000
420,-14664.000,2.880000,-5.820000,3.590000,0.210000,0.240000,-2.020000,1.630000,-0.050000
421,-14508.000,3.170000,-5.780000,3.280000,0.220000,0.350000,-2.050000,1.540000,-0.050000
422,-14352.000,3.480000,-5.780000,2.980000,0.220000,0.440000,-2.070000,1.480000,-0.050000
423,-14196.000,3.760000,-5.780000,2.700000,0.220000,0.520000,-2.080000,1.410000,-0.050000
424,-14040.000,4.030000,-5.750000,2.410000,0.230000,0.610000,-2.120000,1.360000,-0.050000
425,-13884.000,4.270000,-5.700000,2.140000,0.230000,0.700000,-2.170000,1.320000,-0.050000
426,-13728.000,4.520000,-5.640000,1.850000,0.240000,0.780000,-2.210000,1.270000,-0.050000
427,-13572.000,4.760000,-5.600000,1.560000,0.240000,0.870000,-2.230000,1.200000,-0.050000
428,-13416.000,4.640000,-5.400000,1.400000,0.210000,1.010000,-2.250000,1.110000,-0.040000
429,-13260.000,4.770000,-5.870000,0.720000,-0.120000,2.140000,-2.300000,0.940000,0.260000
430,-13104.000,4.720000,-5.740000,0.530000,-0.160000,3.540000,-1.690000,1.370000,1.070000
431,-12948.000,4.500000,-5.840000,0.150000,-0.390000,5.050000,-1.510000,1.430000,1.650000
432,-12792.000,4.420000,-5.910000,-0.320000,-0.600000,6.520000,-1.410000,1.380000,2.160000
433,-12636.000,4.320000,-5.930000,-0.720000,-0.770000,7.880000,-1.420000,1.240000,2.560000
434,-12480.000,4.260000,-6.220000,-1.390000,-1.110000,9.050000,-1.640000,0.880000,2.760000
435,-12324.000,4.190000,-6.340000,-1.930000,-1.360000,9.360000,-1.740000,0.610000,2.740000
436,-12168.000,4.120000,-6.590000,-2.580000,-1.680000,9.360000,-1.920000,0.240000,2.560000
437,-12012.000,4.110000,-6.690000,-3.150000,-1.910000,9.360000,-1.990000,0.010000,2.460000
438,-11856.000,4.070000,-6.760000,-3.760000,-2.150000,9.360000,-2.040000,-0.200000,2.370000
439,-11700.000,4.030000,-6.750000,-4.320000,-2.340000,8.890000,-2.080000,-0.370000,2.140000
440,-11544.000,3.920000,-6.630000,-4.740000,-2.480000,7.940000,-2.130000,-0.560000,1.750000
441,-11388.000,3.860000,-6.470000,-5.120000,-2.570000,6.840000,-2.230000,-0.770000,1.280000
442,-11232.000,3.790000,-6.210000,-5.380000,-2.600000,5.640000,-2.310000,-0.940000,0.790000
443,-11076.000,3.840000,-5.970000,-5.680000,-2.600000,4.390000,-2.400000,-1.110000,0.290000
444,-10920.000,3.700000,-5.680000,-5.870000,-2.610000,3.330000,-2.510000,-1.270000,-0.150000
445,-10764.000,3.600000,-5.400000,-6.080000,-2.620000,2.790000,-2.420000,-1.310000,-0.310000
446,-10608.000,3.600000,-5.130000,-6.310000,-2.610000,2.650000,-2.150000,-1.200000,-0.230000
447,-10452.000,3.500000,-4.760000,-6.450000,-2.570000,2.630000,-1.850000,-1.120000,-0.110000
448,-10296.000,3.510000,-4.400000,-6.610000,-2.500000,2.630000,-1.630000,-1.120000,-0.040000
449,-10140.000,3.500000,-4.020000,-6.730000,-2.410000,2.570000,-1.470000,-1.230000,-0.040000
450,-9984.000,3.450000,-3.660000,-6.860000,-2.350000,2.450000,-1.380000,-1.400000,-0.110000
451,-9828.000,3.410000,-3.350000,-7.020000,-2.320000,2.340000,-1.280000,-1.560000,-0.160000
452,-9672.000,3.360000,-3.000000,-7.150000,-2.260000,2.290000,-1.100000,-1.630000,-0.140000
453,-9516.000,3.300000,-2.610000,-7.220000,-2.170000,2.270000,-0.890000,-1.630000,-0.080000
454,-9360.000,3.250000,-2.190000,-7.300000,-2.080000,2.210000,-0.720000,-1.650000,-0.050000
455,-9204.000,3.170000,-1.770000,-7.380000,-1.990000,2.090000,-0.600000,-1.700000,-0.070000
456,-9048.000,3.100000,-1.390000,-7.450000,-1.910000,1.960000,-0.510000,-1.740000,-0.090000
457,-8892.000,3.030000,-1.050000,-7.480000,-1.830000,1.830000,-0.420000,-1.760000,-0.110000
458,-8736.000,2.950000,-0.680000,-7.510000,-1.740000,1.730000,-0.300000,-1.740000,-0.100000
459,-8580.000,2.830000,-0.270000,-7.510000,-1.650000,1.650000,-0.190000,-1.700000,-0.080000
460,-8424.000,2.660000,0.060000,-7.470000,-1.580000,1.590000,-0.070000,-1.670000,-0.050000
461,-8268.000,2.450000,0.420000,-7.130000,-1.420000,1.590000,0.150000,-1.500000,0.080000
462,-8112.000,2.520000,1.110000,-6.760000,-1.040000,1.540000,0.360000,-1.250000,0.210000
463,-7956.000,2.570000,1.750000,-6.240000,-0.640000,1.230000,0.310000,-1.160000,0.120000
464,-7800.000,2.590000,2.410000,-5.870000,-0.290000,0.850000,0.190000,-1.200000,-0.050000
465,-7644.000,2.770000,3.210000,-5.550000,0.140000,0.730000,0.300000,-1.140000,-0.030000
466,-7488.000,3.040000,4.140000,-5.110000,0.690000,0.810000,0.620000,-1.030000,0.130000
467,-7332.000,3.350000,5.080000,-4.680000,1.250000,0.870000,0.860000,-1.080000,0.210000
468,-7176.000,3.700000,5.990000,-4.310000,1.790000,0.860000,0.990000,-1.280000,0.190000
469,-7020.000,4.010000,6.890000,-3.960000,2.310000,0.850000,1.060000,-1.520000,0.130000
470,-6864.000,4.290000,7.680000,-3.600000,2.790000,0.830000,1.160000,-1.720000,0.090000
471,-6708.000,4.540000,8.430000,-3.240000,3.240000,0.820000,1.300000,-1.830000,0.090000
472,-6552.000,4.720000,9.100000,-2.890000,3.640000,0.790000,1.420000,-1.900000,0.100000
473,-6396.000,4.850000,9.600000,-2.570000,3.960000,0.690000,1.500000,-1.990000,0.060000
474,-6240.000,4.870000,10.030000,-2.310000,4.190000,0.560000,1.530000,-2.090000,0.000000
475,-6084.000,4.790000,10.360000,-2.120000,4.340000,0.440000,1.580000,-2.160000,-0.040000
476,-5928.000,4.590000,10.530000,-1.930000,4.390000,0.330000,1.630000,-2.190000,-0.070000
477,-5772.000,4.320000,10.610000,-1.550000,4.460000,0.280000,1.780000,-2.070000,0.000000
478,-5616.000,4.300000,11.040000,-1.550000,4.590000,0.130000,1.890000,-1.940000,0.020000
479,-5460.000,4.940000,2.420000,-0.060000,2.430000,-0.030000,0.840000,-1.900000,-0.360000
480,-5304.000,2.090000,4.850000,-2.540000,1.460000,-0.120000,-1.390000,-1.920000,-1.140000
481,-5148.000,-0.170000,4.610000,-3.750000,0.230000,0.140000,-2.950000,-1.620000,-1.470000
482,-4992.000,-2.300000,5.490000,-4.530000,-0.440000,0.170000,-1.960000,-1.260000,-1.010000
483,-4836.000,-3.570000,5.780000,-4.580000,-0.790000,-0.250000,0.330000,-1.010000,-0.310000
484,-4680.000,-3.920000,5.630000,-4.200000,-0.830000,-1.310000,2.620000,-1.210000,0.030000
485,-4524.000,-3.970000,5.750000,-3.640000,-0.620000,-2.290000,4.010000,-1.460000,0.080000
486,-4368.000,-4.030000,6.110000,-3.050000,-0.320000,-2.660000,4.280000,-1.490000,0.040000
487,-4212.000,-3.860000,5.390000,-2.130000,-0.200000,-2.480000,3.970000,-1.270000,0.070000
488,-4056.000,-3.850000,5.250000,-1.680000,-0.090000,-2.000000,3.130000,-1.000000,0.040000
489,-3900.000,-4.110000,5.090000,-1.450000,-0.150000,-1.610000,2.150000,-0.850000,-0.100000
490,-3744.000,-4.370000,5.050000,-1.380000,-0.230000,-1.410000,1.550000,-0.840000,-0.230000
491,-3588.000,-4.660000,4.950000,-1.220000,-0.310000,-1.330000,1.450000,-0.830000,-0.230000
492,-3432.000,-5.010000,5.030000,-1.050000,-0.340000,-1.400000,1.720000,-0.790000,-0.150000
493,-3276.000,-5.330000,5.070000,-0.870000,-0.370000,-1.600000,1.960000,-0.730000,-0.120000
494,-3120.000,-5.570000,5.030000,-0.710000,-0.410000,-1.880000,2.060000,-0.640000,-0.150000
495,-2964.000,-5.800000,4.960000,-0.490000,-0.440000,-2.090000,1.990000,-0.450000,-0.180000
496,-2808.000,-3.220000,3.000000,-0.910000,-0.370000,-2.010000,1.740000,-0.190000,-0.150000
497,-2652.000,-1.750000,1.950000,-0.340000,-0.040000,-0.670000,0.870000,0.010000,0.070000
498,-2496.000,-1.590000,1.720000,0.940000,0.350000,1.150000,-0.440000,0.240000,0.310000
499,-2340.000,-1.420000,1.540000,1.560000,0.560000,2.270000,-2.030000,0.300000,0.180000
500,-2184.000,-1.440000,1.070000,1.880000,0.500000,2.450000,-3.360000,0.250000,-0.220000
501,-2028.000,-1.570000,0.820000,1.980000,0.410000,2.080000,-3.690000,0.440000,-0.390000
502,-1872.000,-1.640000,0.640000,2.030000,0.340000,1.700000,-3.230000,0.710000,-0.270000
503,-1716.000,-1.800000,0.600000,2.230000,0.340000,1.250000,-2.460000,0.820000,-0.130000
504,-1560.000,-1.790000,0.500000,2.390000,0.360000,0.870000,-1.830000,0.710000,-0.080000
505,-1404.000,-1.790000,0.390000,2.610000,0.400000,0.750000,-1.550000,0.490000,-0.100000
506,-1248.000,-1.850000,0.320000,2.840000,0.430000,0.890000,-1.590000,0.310000,-0.130000
507,-1092.000,-1.890000,0.180000,3.040000,0.440000,1.230000,-1.900000,0.260000,-0.130000
508,-936.000,-1.980000,0.070000,3.240000,0.440000,1.620000,-2.340000,0.320000,-0.130000
509,-780.000,-2.040000,0.000000,3.420000,0.460000,1.990000,-2.820000,0.430000,-0.130000
510,-624.000,-2.130000,-0.080000,3.660000,0.480000,2.360000,-3.280000,0.550000,-0.120000
511,-468.000,-2.190000,-0.130000,3.900000,0.520000,2.730000,-3.710000,0.630000,-0.110000
512,-312.000,-2.230000,-0.240000,4.170000,0.560000,3.120000,-4.140000,0.690000,-0.110000
513,-156.000,-2.290000,-0.340000,4.360000,0.570000,3.470000,-4.540000,0.750000,-0.100000
514,0.000,-2.410000,-0.580000,4.720000,0.570000,3.750000,-4.860000,0.900000,-0.070000
515,156.000,-2.400000,-0.660000,4.870000,0.600000,3.870000,-5.110000,1.100000,-0.040000
516,312.000,-2.580000,-0.900000,5.060000,0.520000,3.680000,-5.370000,1.170000,-0.170000
517,468.000,-2.830000,-1.200000,5.130000,0.360000,3.380000,-5.440000,1.240000,-0.270000
518,624.000,-3.030000,-1.410000,5.180000,0.240000,3.150000,-5.220000,1.420000,-0.210000
519,780.000,-2.330000,-0.510000,3.590000,0.250000,2.950000,-4.920000,1.450000,-0.170000
520,936.000,-1.970000,0.050000,1.700000,-0.070000,3.160000,-4.320000,0.600000,-0.180000
521,1092.000,-2.000000,0.000000,1.720000,-0.090000,3.770000,-3.490000,-0.600000,-0.100000
522,1248.000,-1.980000,-0.020000,1.530000,-0.150000,4.420000,-2.830000,-1.800000,-0.070000
523,1404.000,-1.980000,0.090000,1.400000,-0.160000,4.780000,-2.590000,-2.500000,-0.100000
524,1560.000,-2.080000,-0.070000,1.280000,-0.290000,4.810000,-2.650000,-2.540000,-0.120000
525,1716.000,-2.150000,-0.240000,1.220000,-0.390000,4.610000,-2.870000,-2.230000,-0.160000
526,1872.000,-2.250000,-0.340000,1.330000,-0.420000,4.230000,-3.090000,-1.710000,-0.190000
527,2028.000,-1.630000,-0.450000,1.480000,-0.200000,4.040000,-3.090000,-1.160000,-0.070000
528,2184.000,-1.510000,-0.300000,1.540000,-0.090000,4.110000,-2.990000,-0.820000,0.100000
529,2340.000,-1.420000,-0.420000,1.480000,-0.120000,4.220000,-3.020000,-1.020000,0.060000
530,2496.000,-1.460000,-0.540000,1.450000,-0.180000,4.280000,-3.090000,-1.620000,-0.140000
531,2652.000,-1.530000,-0.740000,1.440000,-0.270000,4.420000,-2.960000,-2.180000,-0.240000
532,2808.000,-1.580000,-0.920000,1.450000,-0.350000,4.620000,-2.590000,-2.520000,-0.160000
