点号,相对时间(微秒),  1:母线电压Ua(V),  2:母线电压Ub(V),  3:母线电压Uc(V),  4:母线零序电压3Uo(V),  5:降压变高压侧电流Ia(A),  6:降压变高压侧电流Ib(A),  7:降压变高压侧电流Ic(A),  8:降压变高压侧电流3Io(A)
2878,187700.000,53.260000,-83.085000,28.090000,-0.965000,0.069000,0.017000,-0.112000,0.000000
2879,187800.000,54.808000,-82.976000,25.788000,-1.315000,0.095000,0.000000,-0.095000,0.002000
2880,187900.000,56.240000,-83.061000,23.687000,-1.735000,0.086000,-0.009000,-0.078000,0.003000
2881,188000.000,57.719000,-83.225000,21.820000,-2.054000,0.086000,-0.009000,-0.086000,0.002000
2882,188100.000,59.252000,-83.372000,20.016000,-2.272000,0.095000,-0.009000,-0.095000,0.000000
2883,188200.000,60.808000,-83.505000,18.079000,-2.575000,0.086000,-0.009000,-0.112000,0.000000
2884,188300.000,62.395000,-83.559000,15.869000,-2.941000,0.104000,0.009000,-0.121000,0.002000
2885,188400.000,63.967000,-83.396000,13.326000,-3.407000,0.104000,0.017000,-0.138000,0.000000
2886,188500.000,65.547000,-82.968000,10.463000,-3.890000,0.112000,0.052000,-0.155000,0.002000
2887,188600.000,67.111000,-82.190000,7.297000,-4.372000,0.104000,0.060000,-0.173000,0.000000
2888,188700.000,68.551000,-81.124000,3.820000,-4.909000,0.095000,0.078000,-0.181000,0.000000
2889,188800.000,69.804000,-79.825000,0.171000,-5.531000,0.078000,0.095000,-0.190000,0.002000
2890,188900.000,70.878000,-78.308000,-3.563000,-6.161000,0.069000,0.121000,-0.181000,-0.002000
2891,189000.000,71.835000,-76.652000,-7.165000,-6.737000,0.060000,0.121000,-0.173000,0.000000
2892,189100.000,72.629000,-74.932000,-10.595000,-7.258000,0.043000,0.121000,-0.173000,-0.002000
2893,189200.000,73.251000,-73.291000,-13.746000,-7.740000,0.060000,0.112000,-0.147000,0.000000
2894,189300.000,73.749000,-71.774000,-16.577000,-8.199000,0.026000,0.095000,-0.138000,-0.002000
2895,189400.000,74.177000,-70.366000,-19.121000,-8.620000,0.035000,0.086000,-0.130000,0.002000
2896,189500.000,74.613000,-69.106000,-21.439000,-8.970000,0.035000,0.086000,-0.112000,0.000000
2897,189600.000,75.103000,-67.970000,-23.687000,-9.320000,0.035000,0.078000,-0.121000,-0.002000
2898,189700.000,75.656000,-66.905000,-26.036000,-9.724000,0.043000,0.069000,-0.121000,0.000000
2899,189800.000,76.372000,-65.831000,-28.502000,-10.090000,0.060000,0.069000,-0.121000,0.002000
2900,189900.000,77.212000,-64.688000,-31.147000,-10.487000,0.060000,0.078000,-0.138000,-0.002000
2901,190000.000,78.068000,-63.474000,-34.018000,-10.938000,0.052000,0.078000,-0.147000,0.000000
2902,190100.000,78.854000,-62.129000,-37.091000,-11.475000,0.052000,0.095000,-0.147000,-0.002000
2903,190200.000,79.531000,-60.565000,-40.303000,-12.019000,0.043000,0.104000,-0.155000,0.002000
2904,190300.000,80.006000,-58.675000,-43.563000,-12.533000,0.035000,0.130000,-0.164000,-0.003000
2905,190400.000,80.216000,-56.466000,-46.799000,-12.992000,0.000000,0.156000,-0.164000,0.002000
2906,190500.000,80.053000,-54.000000,-49.980000,-13.482000,-0.009000,0.173000,-0.164000,0.000000
2907,190600.000,79.508000,-51.347000,-53.022000,-14.018000,-0.043000,0.173000,-0.138000,0.000000
2908,190700.000,78.644000,-48.516000,-55.830000,-14.477000,-0.052000,0.190000,-0.138000,0.000000
2909,190800.000,77.539000,-45.607000,-58.312000,-14.874000,-0.078000,0.199000,-0.121000,-0.002000
2910,190900.000,76.286000,-42.659000,-60.451000,-15.123000,-0.095000,0.181000,-0.104000,0.000000
2911,191000.000,74.917000,-39.866000,-62.380000,-15.395000,-0.095000,0.173000,-0.095000,0.000000
2912,191100.000,73.524000,-37.252000,-64.169000,-15.730000,-0.095000,0.164000,-0.086000,-0.002000
2913,191200.000,72.263000,-34.833000,-65.865000,-16.041000,-0.086000,0.156000,-0.086000,0.002000
2914,191300.000,71.220000,-32.538000,-67.577000,-16.313000,-0.052000,0.156000,-0.086000,-0.002000
2915,191400.000,70.442000,-30.360000,-69.327000,-16.484000,-0.052000,0.130000,-0.095000,0.002000
2916,191500.000,69.866000,-28.346000,-71.248000,-16.788000,-0.026000,0.121000,-0.112000,-0.002000
2917,191600.000,69.399000,-26.471000,-73.364000,-17.192000,-0.017000,0.121000,-0.112000,0.002000
2918,191700.000,69.026000,-24.635000,-75.535000,-17.597000,-0.017000,0.121000,-0.112000,0.000000
2919,191800.000,68.683000,-22.737000,-77.682000,-17.939000,-0.026000,0.121000,-0.104000,0.000000
2920,191900.000,68.240000,-20.715000,-79.712000,-18.180000,-0.026000,0.130000,-0.112000,0.002000
2921,192000.000,67.532000,-18.599000,-81.641000,-18.523000,-0.043000,0.138000,-0.095000,0.000000
2922,192100.000,66.465000,-16.374000,-83.461000,-18.873000,-0.078000,0.164000,-0.095000,0.000000
2923,192200.000,65.088000,-13.955000,-85.002000,-19.153000,-0.086000,0.164000,-0.069000,0.002000
2924,192300.000,63.384000,-11.287000,-86.324000,-19.378000,-0.104000,0.173000,-0.069000,0.000000
2925,192400.000,61.431000,-8.440000,-87.398000,-19.480000,-0.130000,0.190000,-0.060000,0.003000
2926,192500.000,59.197000,-5.523000,-88.378000,-19.651000,-0.138000,0.190000,-0.060000,0.000000
2927,192600.000,56.839000,-2.575000,-89.265000,-19.837000,-0.156000,0.199000,-0.052000,0.002000
2928,192700.000,54.442000,0.373000,-90.105000,-20.009000,-0.147000,0.190000,-0.043000,0.000000
2929,192800.000,52.139000,3.329000,-90.960000,-20.117000,-0.147000,0.181000,-0.060000,0.000000
2930,192900.000,49.999000,6.239000,-91.925000,-20.211000,-0.121000,0.181000,-0.060000,0.000000
2931,193000.000,48.022000,9.054000,-93.069000,-20.405000,-0.112000,0.173000,-0.078000,-0.002000
2932,193100.000,46.201000,11.746000,-94.383000,-20.670000,-0.104000,0.164000,-0.078000,0.000000
2933,193200.000,44.552000,14.344000,-95.791000,-20.926000,-0.095000,0.164000,-0.078000,0.000000
2934,193300.000,43.050000,16.856000,-97.160000,-21.105000,-0.095000,0.147000,-0.069000,0.000000
2935,193400.000,41.587000,19.221000,-98.382000,-21.284000,-0.069000,0.147000,-0.060000,0.000000
2936,193500.000,40.061000,21.454000,-99.346000,-21.440000,-0.086000,0.138000,-0.052000,0.002000
2937,193600.000,38.365000,23.570000,-99.945000,-21.533000,-0.104000,0.130000,-0.035000,0.002000
2938,193700.000,36.419000,25.631000,-100.109000,-21.549000,-0.121000,0.121000,-0.009000,0.002000
2939,193800.000,34.194000,27.700000,-99.844000,-21.518000,-0.147000,0.121000,0.017000,-0.002000
2940,193900.000,31.657000,29.785000,-99.191000,-21.370000,-0.164000,0.121000,0.035000,0.002000
2941,194000.000,28.824000,31.947000,-98.288000,-21.230000,-0.181000,0.138000,0.035000,0.000000
2942,194100.000,25.852000,34.195000,-97.191000,-21.020000,-0.181000,0.138000,0.052000,0.002000
2943,194200.000,22.793000,36.544000,-96.056000,-20.779000,-0.199000,0.147000,0.052000,0.000000
2944,194300.000,19.743000,38.932000,-95.068000,-20.615000,-0.190000,0.156000,0.035000,0.002000
2945,194400.000,16.778000,41.313000,-94.305000,-20.491000,-0.181000,0.147000,0.017000,0.000000
2946,194500.000,13.976000,43.709000,-93.792000,-20.421000,-0.181000,0.147000,0.017000,0.000000
2947,194600.000,11.439000,46.104000,-93.489000,-20.327000,-0.156000,0.156000,0.009000,0.000000
2948,194700.000,9.105000,48.446000,-93.388000,-20.289000,-0.138000,0.147000,-0.009000,0.000000
2949,194800.000,6.910000,50.655000,-93.411000,-20.273000,-0.138000,0.138000,-0.009000,0.000000
2950,194900.000,4.825000,52.678000,-93.442000,-20.320000,-0.121000,0.121000,0.000000,0.000000
2951,195000.000,2.817000,54.552000,-93.263000,-20.304000,-0.121000,0.112000,0.000000,0.000000
2952,195100.000,0.856000,56.240000,-92.750000,-20.149000,-0.130000,0.112000,0.017000,-0.002000
2953,195200.000,-1.167000,57.726000,-91.894000,-19.970000,-0.138000,0.086000,0.052000,0.002000
2954,195300.000,-3.323000,58.986000,-90.579000,-19.736000,-0.130000,0.069000,0.052000,0.002000
2955,195400.000,-5.650000,60.052000,-88.922000,-19.511000,-0.164000,0.069000,0.078000,0.003000
2956,195500.000,-8.117000,61.040000,-86.861000,-19.161000,-0.173000,0.060000,0.086000,0.002000
2957,195600.000,-10.669000,62.066000,-84.504000,-18.694000,-0.181000,0.060000,0.095000,0.002000
2958,195700.000,-13.369000,63.117000,-82.069000,-18.258000,-0.173000,0.069000,0.104000,-0.002000
2959,195800.000,-16.132000,64.260000,-79.720000,-17.846000,-0.190000,0.078000,0.095000,0.002000
2960,195900.000,-18.933000,65.466000,-77.612000,-17.550000,-0.173000,0.086000,0.086000,0.000000
2961,196000.000,-21.649000,66.850000,-75.752000,-17.247000,-0.173000,0.095000,0.069000,0.002000
2962,196100.000,-24.225000,68.414000,-74.150000,-16.905000,-0.164000,0.095000,0.052000,0.000000
2963,196200.000,-26.746000,70.063000,-72.820000,-16.656000,-0.164000,0.112000,0.035000,0.000000
2964,196300.000,-29.206000,71.735000,-71.684000,-16.446000,-0.156000,0.104000,0.026000,0.000000
2965,196400.000,-31.672000,73.361000,-70.642000,-16.337000,-0.147000,0.112000,0.043000,0.002000
2966,196500.000,-34.100000,74.917000,-69.459000,-16.142000,-0.147000,0.112000,0.026000,0.000000
2967,196600.000,-36.451000,76.395000,-67.989000,-15.831000,-0.147000,0.078000,0.060000,-0.002000
2968,196700.000,-38.840000,77.585000,-66.208000,-15.504000,-0.147000,0.078000,0.078000,0.000000
2969,196800.000,-41.221000,78.464000,-64.045000,-15.108000,-0.147000,0.052000,0.095000,0.002000
2970,196900.000,-43.625000,78.970000,-61.493000,-14.734000,-0.147000,0.026000,0.104000,0.002000
2971,197000.000,-45.960000,79.187000,-58.506000,-14.236000,-0.147000,0.009000,0.121000,0.000000
2972,197100.000,-48.186000,79.133000,-55.138000,-13.622000,-0.130000,-0.017000,0.138000,0.000000
2973,197200.000,-50.357000,78.845000,-51.552000,-12.992000,-0.130000,-0.043000,0.155000,0.002000
2974,197300.000,-52.450000,78.340000,-47.896000,-12.369000,-0.130000,-0.035000,0.155000,0.000000
2975,197400.000,-54.481000,77.756000,-44.309000,-11.832000,-0.121000,-0.043000,0.147000,0.000000
2976,197500.000,-56.357000,77.212000,-40.894000,-11.272000,-0.112000,-0.035000,0.138000,-0.002000
2977,197600.000,-58.061000,76.792000,-37.783000,-10.697000,-0.095000,-0.035000,0.121000,0.000000
2978,197700.000,-59.672000,76.488000,-35.037000,-10.238000,-0.095000,-0.017000,0.104000,0.002000
2979,197800.000,-61.213000,76.340000,-32.672000,-9.872000,-0.086000,0.000000,0.086000,0.000000
2980,197900.000,-62.722000,76.309000,-30.634000,-9.569000,-0.104000,0.009000,0.086000,-0.002000
2981,198000.000,-64.185000,76.434000,-28.728000,-9.257000,-0.095000,-0.009000,0.069000,0.000000
2982,198100.000,-65.664000,76.605000,-26.877000,-8.970000,-0.095000,0.009000,0.078000,0.000000
2983,198200.000,-67.220000,76.760000,-24.955000,-8.658000,-0.112000,0.009000,0.086000,0.002000
2984,198300.000,-68.777000,76.799000,-22.800000,-8.293000,-0.112000,0.000000,0.104000,0.000000
2985,198400.000,-70.356000,76.659000,-20.342000,-7.896000,-0.104000,-0.017000,0.121000,-0.002000
2986,198500.000,-71.936000,76.270000,-17.550000,-7.429000,-0.104000,-0.035000,0.130000,0.000000
2987,198600.000,-73.469000,75.570000,-14.422000,-6.924000,-0.104000,-0.052000,0.155000,0.002000
2988,198700.000,-74.917000,74.543000,-11.023000,-6.410000,-0.086000,-0.078000,0.164000,0.000000
2989,198800.000,-76.208000,73.276000,-7.398000,-5.788000,-0.069000,-0.104000,0.173000,0.000000
2990,198900.000,-77.313000,71.805000,-3.672000,-5.134000,-0.060000,-0.104000,0.164000,0.002000
2991,199000.000,-78.271000,70.156000,-0.016000,-4.535000,-0.060000,-0.104000,0.164000,0.000000
2992,199100.000,-79.088000,68.445000,3.454000,-4.014000,-0.060000,-0.121000,0.155000,0.000000
2993,199200.000,-79.757000,66.765000,6.651000,-3.524000,-0.035000,-0.112000,0.130000,0.000000
2994,199300.000,-80.255000,65.217000,9.553000,-3.042000,-0.026000,-0.104000,0.121000,0.002000
2995,199400.000,-80.652000,63.840000,12.190000,-2.567000,-0.026000,-0.086000,0.121000,0.000000
2996,199500.000,-81.080000,62.564000,14.562000,-2.202000,-0.026000,-0.086000,0.095000,0.000000
2997,199600.000,-81.593000,61.374000,16.811000,-1.890000,-0.043000,-0.069000,0.104000,0.000000
2998,199700.000,-82.177000,60.238000,19.113000,-1.556000,-0.043000,-0.069000,0.095000,0.000000
2999,199800.000,-82.862000,59.157000,21.571000,-1.159000,-0.052000,-0.060000,0.104000,0.000000
3000,199900.000,-83.609000,58.068000,24.294000,-0.653000,-0.052000,-0.069000,0.121000,0.000000
3001,200000.000,-84.434000,56.855000,27.164000,-0.187000,-0.069000,-0.078000,0.130000,0.000000
3002,200100.000,-85.274000,55.416000,30.183000,0.218000,-0.052000,-0.095000,0.130000,0.000000
3003,200200.000,-85.998000,53.774000,33.357000,0.700000,-0.043000,-0.112000,0.138000,0.000000
3004,200300.000,-86.473000,51.892000,36.647000,1.182000,-0.026000,-0.130000,0.138000,0.002000
3005,200400.000,-86.605000,49.784000,39.969000,1.828000,-0.009000,-0.138000,0.138000,-0.002000
3006,200500.000,-86.473000,47.349000,43.182000,2.349000,0.026000,-0.156000,0.130000,0.002000
3007,200600.000,-86.029000,44.634000,46.200000,2.762000,0.043000,-0.173000,0.130000,0.000000
3008,200700.000,-85.251000,41.764000,48.992000,3.174000,0.060000,-0.181000,0.121000,0.000000
3009,200800.000,-84.154000,38.847000,51.513000,3.571000,0.086000,-0.181000,0.104000,0.000000
3010,200900.000,-82.823000,36.015000,53.808000,4.022000,0.095000,-0.190000,0.095000,0.000000
3011,201000.000,-81.461000,33.231000,55.807000,4.356000,0.104000,-0.181000,0.069000,0.000000
3012,201100.000,-80.146000,30.531000,57.573000,4.543000,0.095000,-0.164000,0.069000,-0.002000
3013,201200.000,-78.940000,28.011000,59.269000,4.784000,0.078000,-0.147000,0.078000,-0.002000
3014,201300.000,-77.889000,25.724000,61.011000,5.064000,0.069000,-0.138000,0.069000,-0.002000
3015,201400.000,-77.010000,23.632000,62.863000,5.438000,0.043000,-0.138000,0.078000,0.000000
3016,201500.000,-76.403000,21.648000,64.800000,5.765000,0.035000,-0.121000,0.086000,0.002000
3017,201600.000,-75.983000,19.696000,66.807000,6.037000,0.026000,-0.121000,0.086000,0.000000
3018,201700.000,-75.664000,17.790000,68.930000,6.348000,0.017000,-0.112000,0.086000,0.002000
3019,201800.000,-75.282000,15.915000,71.093000,6.729000,0.017000,-0.121000,0.086000,0.000000
3020,201900.000,-74.784000,13.986000,73.201000,7.103000,0.035000,-0.138000,0.095000,-0.002000
3021,202000.000,-74.084000,11.886000,75.138000,7.414000,0.052000,-0.147000,0.078000,-0.002000
3022,202100.000,-73.103000,9.599000,76.896000,7.663000,0.078000,-0.147000,0.069000,0.000000
3023,202200.000,-71.804000,7.133000,78.436000,7.880000,0.095000,-0.156000,0.069000,-0.002000
3024,202300.000,-70.123000,4.512000,79.782000,8.122000,0.121000,-0.164000,0.052000,0.000000
3025,202400.000,-68.146000,1.742000,80.941000,8.316000,0.138000,-0.164000,0.043000,0.000000
3026,202500.000,-65.975000,-1.167000,81.913000,8.464000,0.147000,-0.181000,0.017000,0.000000
3027,202600.000,-63.656000,-4.107000,82.800000,8.612000,0.138000,-0.190000,0.035000,0.000000
3028,202700.000,-61.314000,-7.055000,83.609000,8.744000,0.147000,-0.181000,0.026000,0.002000
3029,202800.000,-59.041000,-9.965000,84.488000,8.868000,0.147000,-0.190000,0.035000,0.000000
3030,202900.000,-56.894000,-12.835000,85.445000,9.016000,0.130000,-0.173000,0.035000,0.000000
3031,203000.000,-54.940000,-15.627000,86.573000,9.180000,0.112000,-0.181000,0.043000,0.000000
3032,203100.000,-53.112000,-18.319000,87.872000,9.429000,0.104000,-0.164000,0.043000,0.000000
3033,203200.000,-51.454000,-20.917000,89.265000,9.685000,0.095000,-0.164000,0.052000,0.000000
3034,203300.000,-49.913000,-23.414000,90.634000,9.903000,0.078000,-0.156000,0.060000,0.002000
3035,203400.000,-48.458000,-25.810000,91.832000,10.043000,0.086000,-0.138000,0.043000,0.000000
3036,203500.000,-46.909000,-28.073000,92.789000,10.191000,0.095000,-0.121000,0.035000,-0.002000
3037,203600.000,-45.166000,-30.174000,93.411000,10.339000,0.112000,-0.112000,0.000000,0.002000
3038,203700.000,-43.205000,-32.235000,93.605000,10.385000,0.121000,-0.112000,-0.017000,0.000000
3039,203800.000,-40.972000,-34.304000,93.341000,10.339000,0.138000,-0.130000,-0.017000,0.000000
3040,203900.000,-38.489000,-36.428000,92.649000,10.144000,0.164000,-0.121000,-0.052000,0.000000
3041,204000.000,-35.711000,-38.598000,91.715000,9.958000,0.181000,-0.130000,-0.060000,0.002000
3042,204100.000,-32.700000,-40.776000,90.673000,9.833000,0.207000,-0.138000,-0.069000,-0.002000
3043,204200.000,-29.602000,-43.055000,89.576000,9.670000,0.199000,-0.138000,-0.060000,0.000000
3044,204300.000,-26.552000,-45.412000,88.572000,9.514000,0.190000,-0.138000,-0.060000,0.000000
3045,204400.000,-23.649000,-47.855000,87.732000,9.281000,0.190000,-0.147000,-0.035000,0.002000
3046,204500.000,-20.887000,-50.274000,87.180000,9.172000,0.173000,-0.156000,-0.017000,0.000000
3047,204600.000,-18.272000,-52.600000,86.939000,9.187000,0.147000,-0.147000,-0.009000,0.000000
3048,204700.000,-15.883000,-54.902000,86.876000,9.180000,0.156000,-0.130000,-0.009000,0.002000
3049,204800.000,-13.696000,-57.127000,86.892000,9.187000,0.130000,-0.130000,-0.017000,0.000000
3050,204900.000,-11.704000,-59.227000,86.845000,9.071000,0.130000,-0.130000,-0.017000,0.002000
3051,205000.000,-9.766000,-61.117000,86.659000,9.001000,0.130000,-0.112000,-0.009000,0.000000
3052,205100.000,-7.766000,-62.720000,86.254000,8.977000,0.130000,-0.095000,-0.035000,0.002000
3053,205200.000,-5.743000,-64.151000,85.445000,8.853000,0.138000,-0.086000,-0.069000,0.000000
3054,205300.000,-3.611000,-65.403000,84.177000,8.643000,0.138000,-0.078000,-0.086000,0.000000
3055,205400.000,-1.385000,-66.555000,82.435000,8.269000,0.164000,-0.060000,-0.095000,0.000000
3056,205500.000,1.058000,-67.582000,80.389000,7.888000,0.164000,-0.060000,-0.121000,0.002000
3057,205600.000,3.704000,-68.531000,78.109000,7.569000,0.190000,-0.060000,-0.121000,0.002000
3058,205700.000,6.451000,-69.565000,75.714000,7.173000,0.181000,-0.069000,-0.121000,0.000000
3059,205800.000,9.260000,-70.724000,73.333000,6.752000,0.181000,-0.078000,-0.095000,0.000000
3060,205900.000,12.046000,-72.039000,71.093000,6.325000,0.181000,-0.078000,-0.112000,0.002000
3061,206000.000,14.786000,-73.454000,69.179000,5.998000,0.173000,-0.104000,-0.086000,0.000000
3062,206100.000,17.494000,-74.956000,67.592000,5.780000,0.173000,-0.104000,-0.078000,0.000000
3063,206200.000,20.085000,-76.582000,66.262000,5.554000,0.173000,-0.104000,-0.052000,0.000000
3064,206300.000,22.583000,-78.285000,65.080000,5.344000,0.164000,-0.112000,-0.060000,0.000000
3065,206400.000,25.011000,-79.996000,63.928000,5.111000,0.147000,-0.095000,-0.052000,0.003000
3066,206500.000,27.439000,-81.583000,62.730000,4.885000,0.156000,-0.095000,-0.043000,0.002000
3067,206600.000,29.867000,-82.991000,61.338000,4.675000,0.156000,-0.078000,-0.069000,-0.002000
3068,206700.000,32.287000,-84.174000,59.611000,4.395000,0.156000,-0.078000,-0.086000,0.002000
3069,206800.000,34.676000,-85.060000,57.448000,4.006000,0.147000,-0.035000,-0.104000,0.000000
3070,206900.000,37.003000,-85.636000,54.858000,3.540000,0.147000,-0.026000,-0.121000,0.000000
3071,207000.000,39.338000,-85.846000,51.879000,3.050000,0.138000,0.000000,-0.155000,0.000000
3072,207100.000,41.610000,-85.768000,48.565000,2.513000,0.138000,0.026000,-0.155000,0.003000
3073,207200.000,43.773000,-85.473000,44.986000,1.875000,0.130000,0.035000,-0.164000,0.003000
3074,207300.000,45.867000,-84.975000,41.353000,1.291000,0.121000,0.035000,-0.173000,0.002000
3075,207400.000,47.867000,-84.407000,37.760000,0.723000,0.112000,0.043000,-0.155000,0.000000
3076,207500.000,49.750000,-83.855000,34.383000,0.179000,0.112000,0.035000,-0.147000,0.000000
3077,207600.000,51.470000,-83.419000,31.311000,-0.342000,0.095000,0.026000,-0.138000,-0.002000
3078,207700.000,53.065000,-83.155000,28.580000,-0.817000,0.095000,0.017000,-0.121000,0.000000
3079,207800.000,54.614000,-83.007000,26.254000,-1.190000,0.104000,0.009000,-0.104000,0.002000
3080,207900.000,56.131000,-82.999000,24.216000,-1.463000,0.086000,0.000000,-0.104000,0.000000
3081,208000.000,57.633000,-83.123000,22.326000,-1.758000,0.095000,-0.026000,-0.095000,0.000000
3082,208100.000,59.119000,-83.341000,20.451000,-2.124000,0.095000,-0.009000,-0.086000,0.000000
3083,208200.000,60.629000,-83.512000,18.452000,-2.474000,0.104000,-0.009000,-0.104000,0.000000
3084,208300.000,62.232000,-83.559000,16.274000,-2.824000,0.104000,0.000000,-0.112000,0.000000
3085,208400.000,63.897000,-83.365000,13.808000,-3.166000,0.104000,0.026000,-0.121000,0.002000
3086,208500.000,65.493000,-82.937000,10.961000,-3.617000,0.112000,0.035000,-0.138000,0.002000
3087,208600.000,67.018000,-82.268000,7.763000,-4.209000,0.104000,0.060000,-0.164000,0.002000
3088,208700.000,68.434000,-81.272000,4.286000,-4.784000,0.095000,0.078000,-0.181000,-0.002000
3089,208800.000,69.726000,-79.973000,0.669000,-5.383000,0.086000,0.095000,-0.173000,0.002000
3090,208900.000,70.893000,-78.433000,-2.979000,-5.905000,0.060000,0.095000,-0.190000,0.000000
3091,209000.000,71.851000,-76.792000,-6.597000,-6.496000,0.052000,0.112000,-0.181000,0.000000
3092,209100.000,72.605000,-75.127000,-10.089000,-7.103000,0.043000,0.112000,-0.164000,0.000000
3093,209200.000,73.197000,-73.493000,-13.287000,-7.639000,0.043000,0.112000,-0.164000,0.002000
3094,209300.000,73.695000,-71.945000,-16.126000,-8.091000,0.035000,0.095000,-0.147000,-0.002000
3095,209400.000,74.170000,-70.475000,-18.639000,-8.409000,0.035000,0.086000,-0.121000,0.000000
3096,209500.000,74.598000,-69.200000,-20.965000,-8.767000,0.035000,0.078000,-0.112000,-0.002000
3097,209600.000,75.033000,-68.079000,-23.283000,-9.187000,0.043000,0.069000,-0.104000,0.002000
3098,209700.000,75.578000,-67.006000,-25.624000,-9.608000,0.060000,0.069000,-0.130000,0.002000
3099,209800.000,76.271000,-65.925000,-28.082000,-10.004000,0.043000,0.060000,-0.121000,0.000000
3100,209900.000,77.142000,-64.766000,-30.704000,-10.347000,0.060000,0.060000,-0.130000,-0.002000
3101,210000.000,78.006000,-63.560000,-33.598000,-10.806000,0.069000,0.078000,-0.147000,-0.002000
3102,210100.000,78.823000,-62.245000,-36.709000,-11.366000,0.052000,0.086000,-0.155000,0.002000
3103,210200.000,79.508000,-60.697000,-39.953000,-11.926000,0.052000,0.104000,-0.155000,0.000000
3104,210300.000,80.022000,-58.823000,-43.228000,-12.447000,0.035000,0.121000,-0.164000,0.000000
3105,210400.000,80.271000,-56.645000,-46.488000,-12.898000,0.017000,0.138000,-0.155000,-0.002000
3106,210500.000,80.130000,-54.202000,-49.677000,-13.404000,-0.017000,0.173000,-0.147000,0.002000
3107,210600.000,79.632000,-51.573000,-52.711000,-13.925000,-0.043000,0.181000,-0.147000,0.000000
3108,210700.000,78.784000,-48.788000,-55.496000,-14.407000,-0.052000,0.181000,-0.130000,0.000000
3109,210800.000,77.695000,-45.871000,-57.954000,-14.773000,-0.086000,0.181000,-0.104000,0.000000
3110,210900.000,76.411000,-42.985000,-60.109000,-15.084000,-0.086000,0.190000,-0.104000,0.000000
3111,211000.000,75.026000,-40.216000,-62.030000,-15.380000,-0.095000,0.173000,-0.078000,0.000000
3112,211100.000,73.633000,-37.587000,-63.780000,-15.660000,-0.095000,0.164000,-0.078000,0.000000
3113,211200.000,72.364000,-35.136000,-65.484000,-15.955000,-0.086000,0.156000,-0.086000,0.000000
3114,211300.000,71.314000,-32.818000,-67.195000,-16.220000,-0.060000,0.147000,-0.086000,0.002000
3115,211400.000,70.481000,-30.648000,-69.031000,-16.492000,-0.052000,0.130000,-0.095000,-0.002000
3116,211500.000,69.882000,-28.633000,-71.015000,-16.835000,-0.026000,0.130000,-0.112000,0.000000
3117,211600.000,69.454000,-26.697000,-73.139000,-17.185000,-0.017000,0.130000,-0.112000,0.000000
3118,211700.000,69.150000,-24.799000,-75.325000,-17.519000,-0.026000,0.112000,-0.112000,0.000000
3119,211800.000,68.816000,-22.893000,-77.549000,-17.893000,-0.026000,0.130000,-0.104000,-0.002000
3120,211900.000,68.356000,-20.948000,-79.696000,-18.266000,-0.043000,0.130000,-0.104000,0.000000
3121,212000.000,67.687000,-18.863000,-81.688000,-18.600000,-0.035000,0.138000,-0.104000,0.000000
3122,212100.000,66.746000,-16.608000,-83.446000,-18.865000,-0.052000,0.147000,-0.086000,0.000000
3123,212200.000,65.446000,-14.173000,-84.963000,-19.075000,-0.086000,0.156000,-0.060000,0.000000
3124,212300.000,63.781000,-11.567000,-86.277000,-19.293000,-0.121000,0.181000,-0.069000,-0.002000
3125,212400.000,61.781000,-8.821000,-87.421000,-19.511000,-0.121000,0.190000,-0.052000,0.000000
3126,212500.000,59.571000,-5.935000,-88.370000,-19.658000,-0.156000,0.181000,-0.060000,-0.002000
3127,212600.000,57.252000,-2.948000,-89.171000,-19.736000,-0.156000,0.190000,-0.043000,0.002000
3128,212700.000,54.894000,0.031000,-89.949000,-19.845000,-0.164000,0.190000,-0.052000,-0.002000
3129,212800.000,52.575000,2.971000,-90.805000,-19.954000,-0.138000,0.199000,-0.052000,-0.002000
3130,212900.000,50.372000,5.811000,-91.801000,-20.203000,-0.130000,0.181000,-0.069000,0.000000
3131,213000.000,48.326000,8.619000,-92.967000,-20.397000,-0.112000,0.164000,-0.086000,0.000000
3132,213100.000,46.567000,11.411000,-94.243000,-20.553000,-0.104000,0.173000,-0.069000,0.000000
3133,213200.000,44.925000,14.064000,-95.636000,-20.771000,-0.086000,0.156000,-0.078000,0.000000
3134,213300.000,43.415000,16.608000,-97.044000,-20.973000,-0.086000,0.156000,-0.069000,0.002000
3135,213400.000,41.906000,18.926000,-98.374000,-21.284000,-0.078000,0.147000,-0.052000,0.000000
3136,213500.000,40.349000,21.166000,-99.424000,-21.471000,-0.086000,0.130000,-0.060000,0.000000
3137,213600.000,38.715000,23.352000,-100.015000,-21.502000,-0.095000,0.121000,-0.026000,0.002000
3138,213700.000,36.801000,25.444000,-100.186000,-21.518000,-0.121000,0.130000,-0.009000,0.000000
3139,213800.000,34.606000,27.513000,-99.937000,-21.417000,-0.138000,0.130000,0.017000,0.002000
3140,213900.000,32.046000,29.544000,-99.354000,-21.401000,-0.156000,0.112000,0.035000,0.000000
3141,214000.000,29.244000,31.659000,-98.436000,-21.253000,-0.190000,0.121000,0.052000,0.000000
3142,214100.000,26.311000,33.923000,-97.293000,-20.981000,-0.181000,0.138000,0.043000,0.002000
3143,214200.000,23.268000,36.241000,-96.141000,-20.755000,-0.207000,0.138000,0.043000,-0.002000
