点号,相对时间(微秒),  1:母线电压Ua(V),  2:母线电压Ub(V),  3:母线电压Uc(V),  4:母线零序电压3Uo(V),  5:降压变高压侧电流Ia(A),  6:降压变高压侧电流Ib(A),  7:降压变高压侧电流Ic(A),  8:降压变高压侧电流3Io(A)
3458,245700.000,-23.540000,68.601000,-52.446000,-4.193000,1.927000,-0.009000,-1.943000,-0.002000
3459,245800.000,-25.782000,69.332000,-50.797000,-4.092000,1.875000,0.086000,-1.978000,-0.002000
3460,245900.000,-27.992000,70.133000,-49.148000,-3.967000,1.849000,0.181000,-2.030000,-0.003000
3461,246000.000,-30.186000,70.973000,-47.514000,-3.804000,1.780000,0.294000,-2.073000,-0.002000
3462,246100.000,-32.365000,71.813000,-45.865000,-3.633000,1.736000,0.363000,-2.099000,-0.003000
3463,246200.000,-34.614000,72.537000,-44.185000,-3.547000,1.667000,0.441000,-2.125000,-0.002000
3464,246300.000,-36.793000,73.190000,-42.427000,-3.423000,1.624000,0.518000,-2.142000,0.000000
3465,246400.000,-38.917000,73.742000,-40.560000,-3.244000,1.555000,0.588000,-2.151000,-0.002000
3466,246500.000,-41.026000,74.131000,-38.584000,-3.096000,1.503000,0.639000,-2.159000,0.000000
3467,246600.000,-43.096000,74.341000,-36.460000,-2.956000,1.451000,0.700000,-2.159000,-0.002000
3468,246700.000,-45.057000,74.388000,-34.204000,-2.762000,1.400000,0.769000,-2.168000,-0.003000
3469,246800.000,-46.917000,74.263000,-31.847000,-2.559000,1.339000,0.821000,-2.168000,-0.002000
3470,246900.000,-48.707000,73.991000,-29.428000,-2.334000,1.296000,0.873000,-2.168000,-0.002000
3471,247000.000,-50.427000,73.524000,-26.947000,-2.178000,1.218000,0.925000,-2.168000,-0.002000
3472,247100.000,-52.069000,72.964000,-24.434000,-2.023000,1.184000,0.985000,-2.168000,-0.002000
3473,247200.000,-53.586000,72.342000,-21.937000,-1.805000,1.097000,1.054000,-2.168000,-0.003000
3474,247300.000,-55.018000,71.704000,-19.424000,-1.564000,1.037000,1.106000,-2.168000,-0.005000
3475,247400.000,-56.435000,71.028000,-16.974000,-1.369000,0.985000,1.167000,-2.159000,-0.002000
3476,247500.000,-57.812000,70.281000,-14.609000,-1.214000,0.924000,1.227000,-2.159000,-0.002000
3477,247600.000,-59.034000,69.487000,-12.330000,-1.066000,0.847000,1.287000,-2.151000,-0.003000
3478,247700.000,-60.115000,68.647000,-10.082000,-0.879000,0.795000,1.339000,-2.151000,-0.002000
3479,247800.000,-61.049000,67.784000,-7.841000,-0.622000,0.726000,1.408000,-2.133000,-0.002000
3480,247900.000,-61.905000,66.788000,-5.679000,-0.459000,0.648000,1.443000,-2.116000,-0.003000
3481,248000.000,-62.683000,65.652000,-3.602000,-0.342000,0.570000,1.504000,-2.099000,-0.002000
3482,248100.000,-63.329000,64.431000,-1.478000,-0.210000,0.501000,1.547000,-2.073000,-0.002000
3483,248200.000,-63.882000,63.155000,0.692000,-0.023000,0.415000,1.599000,-2.030000,0.000000
3484,248300.000,-64.380000,61.841000,2.933000,0.241000,0.320000,1.659000,-1.995000,-0.002000
3485,248400.000,-64.878000,60.425000,5.150000,0.405000,0.242000,1.711000,-1.969000,0.000000
3486,248500.000,-65.399000,58.908000,7.390000,0.521000,0.147000,1.763000,-1.935000,-0.002000
3487,248600.000,-65.913000,57.399000,9.732000,0.700000,0.043000,1.823000,-1.891000,-0.002000
3488,248700.000,-66.497000,55.921000,12.159000,0.887000,-0.043000,1.884000,-1.848000,-0.002000
3489,248800.000,-67.104000,54.474000,14.671000,1.167000,-0.156000,1.918000,-1.788000,0.000000
3490,248900.000,-67.812000,52.989000,17.238000,1.377000,-0.251000,1.970000,-1.736000,-0.002000
3491,249000.000,-68.637000,51.480000,19.821000,1.517000,-0.346000,2.022000,-1.684000,-0.002000
3492,249100.000,-69.539000,50.041000,22.481000,1.719000,-0.449000,2.065000,-1.641000,-0.002000
3493,249200.000,-70.434000,48.633000,25.196000,1.914000,-0.544000,2.108000,-1.581000,-0.002000
3494,249300.000,-71.298000,47.256000,27.935000,2.217000,-0.622000,2.134000,-1.546000,-0.003000
3495,249400.000,-72.154000,45.778000,30.649000,2.435000,-0.717000,2.169000,-1.477000,-0.002000
3496,249500.000,-72.956000,44.206000,33.302000,2.591000,-0.778000,2.203000,-1.442000,-0.002000
3497,249600.000,-73.617000,42.589000,35.885000,2.762000,-0.838000,2.203000,-1.382000,0.000000
3498,249700.000,-74.045000,40.869000,38.397000,2.979000,-0.907000,2.212000,-1.339000,-0.002000
3499,249800.000,-74.232000,39.049000,40.863000,3.236000,-0.959000,2.212000,-1.287000,-0.002000
3500,249900.000,-74.224000,37.081000,43.158000,3.423000,-1.002000,2.221000,-1.244000,0.000000
3501,250000.000,-74.045000,34.989000,45.259000,3.540000,-1.063000,2.229000,-1.201000,-0.002000
3502,250100.000,-73.617000,32.795000,47.258000,3.664000,-1.114000,2.238000,-1.140000,-0.003000
3503,250200.000,-72.963000,30.547000,49.156000,3.835000,-1.158000,2.221000,-1.088000,0.000000
3504,250300.000,-72.154000,28.237000,50.984000,4.022000,-1.209000,2.221000,-1.045000,0.000000
3505,250400.000,-71.282000,25.903000,52.695000,4.178000,-1.261000,2.229000,-0.976000,0.000000
3506,250500.000,-70.349000,23.507000,54.313000,4.263000,-1.322000,2.212000,-0.924000,0.002000
3507,250600.000,-69.337000,21.127000,55.877000,4.364000,-1.382000,2.221000,-0.864000,-0.003000
3508,250700.000,-68.240000,18.786000,57.378000,4.520000,-1.434000,2.212000,-0.795000,-0.002000
3509,250800.000,-67.111000,16.499000,58.755000,4.629000,-1.503000,2.203000,-0.726000,-0.002000
3510,250900.000,-65.975000,14.258000,60.008000,4.707000,-1.581000,2.195000,-0.648000,0.000000
3511,251000.000,-64.800000,12.073000,61.159000,4.808000,-1.650000,2.186000,-0.579000,-0.002000
3512,251100.000,-63.563000,9.941000,62.256000,4.924000,-1.702000,2.186000,-0.510000,-0.002000
3513,251200.000,-62.325000,7.857000,63.236000,5.002000,-1.771000,2.160000,-0.415000,0.000000
3514,251300.000,-61.096000,5.803000,64.131000,5.025000,-1.832000,2.143000,-0.345000,0.000000
3515,251400.000,-59.812000,3.765000,64.986000,5.095000,-1.892000,2.108000,-0.250000,0.000000
3516,251500.000,-58.489000,1.742000,65.873000,5.189000,-1.952000,2.091000,-0.164000,-0.003000
3517,251600.000,-57.127000,-0.296000,66.744000,5.298000,-2.013000,2.057000,-0.078000,-0.002000
3518,251700.000,-55.812000,-2.380000,67.584000,5.360000,-2.065000,2.013000,0.017000,-0.002000
3519,251800.000,-54.489000,-4.504000,68.440000,5.360000,-2.117000,1.961000,0.121000,0.000000
3520,251900.000,-53.135000,-6.674000,69.366000,5.438000,-2.177000,1.927000,0.225000,0.000000
3521,252000.000,-51.742000,-8.860000,70.400000,5.562000,-2.246000,1.858000,0.311000,-0.002000
3522,252100.000,-50.357000,-11.116000,71.474000,5.702000,-2.289000,1.815000,0.423000,0.000000
3523,252200.000,-48.972000,-13.418000,72.571000,5.796000,-2.350000,1.754000,0.527000,-0.002000
3524,252300.000,-47.610000,-15.861000,73.675000,5.796000,-2.376000,1.711000,0.613000,-0.002000
3525,252400.000,-46.170000,-18.334000,74.842000,5.897000,-2.419000,1.642000,0.717000,-0.002000
3526,252500.000,-44.645000,-20.769000,76.056000,6.045000,-2.454000,1.599000,0.803000,-0.002000
3527,252600.000,-43.050000,-23.251000,77.176000,6.177000,-2.488000,1.529000,0.881000,0.000000
3528,252700.000,-41.384000,-25.763000,78.156000,6.262000,-2.505000,1.486000,0.959000,-0.002000
3529,252800.000,-39.649000,-28.322000,78.926000,6.208000,-2.523000,1.434000,1.028000,-0.002000
3530,252900.000,-37.735000,-30.796000,79.541000,6.255000,-2.523000,1.383000,1.088000,-0.002000
3531,253000.000,-35.649000,-33.114000,79.961000,6.356000,-2.540000,1.339000,1.157000,-0.002000
3532,253100.000,-33.431000,-35.370000,80.101000,6.402000,-2.549000,1.279000,1.201000,-0.002000
3533,253200.000,-31.135000,-37.579000,79.961000,6.387000,-2.566000,1.236000,1.252000,-0.002000
3534,253300.000,-28.809000,-39.703000,79.533000,6.247000,-2.566000,1.184000,1.304000,0.000000
3535,253400.000,-26.373000,-41.671000,78.950000,6.200000,-2.566000,1.123000,1.373000,0.000000
3536,253500.000,-23.883000,-43.436000,78.273000,6.208000,-2.583000,1.089000,1.434000,0.000000
3537,253600.000,-21.393000,-45.163000,77.479000,6.185000,-2.583000,1.037000,1.494000,-0.002000
3538,253700.000,-18.988000,-46.851000,76.624000,6.122000,-2.600000,0.959000,1.563000,-0.002000
3539,253800.000,-16.708000,-48.508000,75.721000,5.959000,-2.609000,0.899000,1.641000,-0.002000
3540,253900.000,-14.490000,-50.017000,74.897000,5.889000,-2.618000,0.838000,1.710000,-0.002000
3541,254000.000,-12.303000,-51.410000,74.127000,5.897000,-2.626000,0.769000,1.788000,0.002000
3542,254100.000,-10.249000,-52.732000,73.356000,5.873000,-2.626000,0.700000,1.848000,-0.002000
3543,254200.000,-8.319000,-54.008000,72.524000,5.788000,-2.626000,0.639000,1.926000,-0.002000
3544,254300.000,-6.490000,-55.182000,71.653000,5.656000,-2.618000,0.562000,1.995000,-0.002000
3545,254400.000,-4.693000,-56.225000,70.797000,5.601000,-2.609000,0.484000,2.064000,-0.003000
3546,254500.000,-2.903000,-57.166000,69.895000,5.578000,-2.583000,0.389000,2.116000,-0.002000
3547,254600.000,-1.105000,-58.045000,68.899000,5.508000,-2.557000,0.311000,2.177000,-0.003000
3548,254700.000,0.669000,-58.900000,67.756000,5.399000,-2.540000,0.233000,2.228000,-0.003000
3549,254800.000,2.506000,-59.725000,66.495000,5.259000,-2.497000,0.138000,2.280000,-0.002000
3550,254900.000,4.467000,-60.495000,65.165000,5.173000,-2.462000,0.052000,2.358000,-0.003000
3551,255000.000,6.482000,-61.281000,63.765000,5.072000,-2.410000,-0.052000,2.384000,-0.002000
3552,255100.000,8.615000,-62.082000,62.248000,4.971000,-2.384000,-0.156000,2.444000,-0.002000
3553,255200.000,10.794000,-62.930000,60.653000,4.831000,-2.324000,-0.251000,2.505000,-0.003000
3554,255300.000,13.089000,-63.840000,59.059000,4.707000,-2.289000,-0.354000,2.548000,-0.002000
3555,255400.000,15.502000,-64.828000,57.441000,4.590000,-2.229000,-0.467000,2.617000,-0.002000
3556,255500.000,17.961000,-65.909000,55.807000,4.442000,-2.177000,-0.562000,2.669000,-0.002000
3557,255600.000,20.459000,-67.029000,54.150000,4.286000,-2.125000,-0.665000,2.721000,-0.002000
3558,255700.000,23.011000,-68.180000,52.524000,4.162000,-2.073000,-0.760000,2.781000,-0.002000
3559,255800.000,25.618000,-69.340000,50.914000,4.069000,-2.022000,-0.864000,2.807000,-0.002000
3560,255900.000,28.225000,-70.499000,49.257000,3.960000,-1.970000,-0.951000,2.850000,0.000000
3561,256000.000,30.770000,-71.603000,47.530000,3.789000,-1.918000,-1.028000,2.885000,-0.002000
3562,256100.000,33.237000,-72.622000,45.764000,3.617000,-1.866000,-1.097000,2.911000,-0.002000
3563,256200.000,35.672000,-73.486000,43.952000,3.485000,-1.832000,-1.167000,2.928000,-0.003000
3564,256300.000,38.038000,-74.123000,42.077000,3.392000,-1.788000,-1.227000,2.954000,-0.002000
3565,256400.000,40.225000,-74.567000,40.062000,3.244000,-1.736000,-1.296000,2.971000,0.000000
3566,256500.000,42.233000,-74.816000,37.900000,3.018000,-1.693000,-1.339000,2.980000,-0.003000
3567,256600.000,44.108000,-74.808000,35.659000,2.801000,-1.641000,-1.400000,2.980000,-0.003000
3568,256700.000,45.828000,-74.543000,33.357000,2.622000,-1.607000,-1.452000,2.997000,-0.002000
3569,256800.000,47.454000,-74.015000,31.015000,2.528000,-1.555000,-1.504000,2.997000,-0.002000
3570,256900.000,48.917000,-73.353000,28.588000,2.349000,-1.495000,-1.564000,3.006000,-0.002000
3571,257000.000,50.193000,-72.630000,26.114000,2.069000,-1.434000,-1.624000,2.997000,-0.003000
3572,257100.000,51.431000,-71.836000,23.664000,1.859000,-1.382000,-1.676000,3.006000,0.000000
3573,257200.000,52.637000,-70.981000,21.299000,1.657000,-1.313000,-1.745000,3.014000,-0.005000
3574,257300.000,53.866000,-70.110000,19.012000,1.579000,-1.253000,-1.832000,3.014000,0.000000
3575,257400.000,55.026000,-69.293000,16.764000,1.400000,-1.158000,-1.910000,3.014000,-0.002000
3576,257500.000,56.131000,-68.569000,14.492000,1.159000,-1.089000,-1.979000,3.006000,-0.002000
3577,257600.000,57.236000,-67.846000,12.314000,0.972000,-1.011000,-2.039000,2.997000,-0.002000
3578,257700.000,58.318000,-67.099000,10.191000,0.801000,-0.924000,-2.108000,2.997000,-0.002000
3579,257800.000,59.415000,-66.275000,8.121000,0.731000,-0.855000,-2.169000,2.971000,-0.002000
3580,257900.000,60.396000,-65.435000,6.021000,0.552000,-0.760000,-2.229000,2.954000,-0.003000
3581,258000.000,61.283000,-64.563000,3.835000,0.311000,-0.682000,-2.290000,2.928000,0.000000
3582,258100.000,62.170000,-63.591000,1.634000,0.124000,-0.579000,-2.333000,2.902000,-0.002000
3583,258200.000,63.018000,-62.494000,-0.599000,-0.047000,-0.492000,-2.385000,2.859000,0.000000
3584,258300.000,63.843000,-61.257000,-2.863000,-0.163000,-0.406000,-2.437000,2.824000,-0.002000
3585,258400.000,64.590000,-59.989000,-5.212000,-0.366000,-0.320000,-2.489000,2.764000,0.000000
3586,258500.000,65.306000,-58.675000,-7.693000,-0.591000,-0.225000,-2.549000,2.747000,-0.003000
3587,258600.000,65.991000,-57.259000,-10.167000,-0.817000,-0.121000,-2.601000,2.703000,-0.003000
3588,258700.000,66.707000,-55.773000,-12.695000,-0.996000,-0.017000,-2.653000,2.652000,-0.002000
3589,258800.000,67.438000,-54.218000,-15.247000,-1.175000,0.069000,-2.705000,2.600000,-0.002000
3590,258900.000,68.162000,-52.670000,-17.884000,-1.369000,0.164000,-2.748000,2.565000,-0.002000
3591,259000.000,68.878000,-51.137000,-20.599000,-1.634000,0.268000,-2.808000,2.505000,0.000000
3592,259100.000,69.602000,-49.558000,-23.298000,-1.851000,0.371000,-2.834000,2.462000,-0.003000
3593,259200.000,70.341000,-47.971000,-25.966000,-2.038000,0.449000,-2.886000,2.418000,-0.003000
3594,259300.000,71.033000,-46.338000,-28.596000,-2.248000,0.544000,-2.921000,2.358000,-0.002000
3595,259400.000,71.664000,-44.712000,-31.217000,-2.427000,0.613000,-2.964000,2.315000,-0.002000
3596,259500.000,72.162000,-43.055000,-33.769000,-2.661000,0.691000,-2.990000,2.280000,-0.003000
3597,259600.000,72.535000,-41.352000,-36.211000,-2.871000,0.760000,-3.016000,2.228000,-0.003000
3598,259700.000,72.769000,-39.563000,-38.530000,-3.050000,0.838000,-3.024000,2.177000,-0.002000
3599,259800.000,72.831000,-37.727000,-40.747000,-3.197000,0.890000,-3.033000,2.116000,-0.003000
3600,259900.000,72.699000,-35.837000,-42.816000,-3.384000,0.976000,-3.050000,2.082000,0.000000
3601,260000.000,72.387000,-33.869000,-44.706000,-3.516000,1.028000,-3.050000,2.012000,-0.002000
3602,260100.000,71.936000,-31.854000,-46.449000,-3.610000,1.089000,-3.059000,1.961000,0.000000
3603,260200.000,71.314000,-29.808000,-48.121000,-3.773000,1.149000,-3.068000,1.900000,-0.002000
3604,260300.000,70.559000,-27.778000,-49.700000,-3.929000,1.209000,-3.059000,1.831000,-0.002000
3605,260400.000,69.734000,-25.693000,-51.217000,-4.069000,1.287000,-3.059000,1.753000,-0.002000
3606,260500.000,68.893000,-23.531000,-52.656000,-4.146000,1.348000,-3.042000,1.684000,-0.002000
3607,260600.000,68.037000,-21.360000,-54.088000,-4.216000,1.425000,-3.042000,1.606000,-0.002000
3608,260700.000,67.158000,-19.213000,-55.605000,-4.364000,1.503000,-3.024000,1.520000,0.000000
3609,260800.000,66.263000,-17.067000,-57.199000,-4.566000,1.564000,-3.007000,1.442000,-0.002000
3610,260900.000,65.454000,-14.888000,-58.802000,-4.691000,1.633000,-2.990000,1.347000,-0.002000
3611,261000.000,64.691000,-12.648000,-60.420000,-4.761000,1.702000,-2.972000,1.270000,0.000000
3612,261100.000,63.890000,-10.408000,-62.022000,-4.862000,1.771000,-2.955000,1.183000,0.000000
3613,261200.000,63.049000,-8.191000,-63.633000,-5.002000,1.823000,-2.929000,1.097000,-0.003000
3614,261300.000,62.092000,-6.013000,-65.212000,-5.204000,1.875000,-2.903000,1.028000,-0.003000
3615,261400.000,61.080000,-3.773000,-66.659000,-5.329000,1.918000,-2.877000,0.959000,-0.002000
3616,261500.000,59.968000,-1.478000,-67.919000,-5.360000,1.961000,-2.843000,0.872000,-0.002000
3617,261600.000,58.691000,0.793000,-69.008000,-5.422000,2.013000,-2.826000,0.803000,-0.002000
3618,261700.000,57.267000,3.049000,-69.980000,-5.492000,2.056000,-2.774000,0.726000,-0.002000
3619,261800.000,55.672000,5.235000,-70.828000,-5.648000,2.099000,-2.756000,0.639000,-0.003000
3620,261900.000,53.991000,7.483000,-71.528000,-5.718000,2.143000,-2.713000,0.553000,-0.003000
3621,262000.000,52.271000,9.778000,-72.057000,-5.702000,2.194000,-2.670000,0.475000,-0.002000
3622,262100.000,50.489000,12.065000,-72.571000,-5.694000,2.255000,-2.627000,0.380000,0.000000
3623,262200.000,48.645000,14.321000,-73.092000,-5.741000,2.298000,-2.575000,0.276000,-0.003000
3624,262300.000,46.762000,16.553000,-73.683000,-5.889000,2.359000,-2.532000,0.181000,-0.002000
3625,262400.000,44.933000,18.863000,-74.267000,-5.943000,2.402000,-2.480000,0.086000,-0.002000
3626,262500.000,43.166000,21.220000,-74.850000,-5.936000,2.454000,-2.411000,-0.026000,0.000000
3627,262600.000,41.423000,23.577000,-75.480000,-5.951000,2.488000,-2.376000,-0.112000,-0.003000
3628,262700.000,39.672000,25.903000,-76.180000,-6.029000,2.531000,-2.316000,-0.207000,-0.003000
3629,262800.000,37.875000,28.167000,-76.880000,-6.169000,2.566000,-2.264000,-0.302000,-0.002000
3630,262900.000,36.108000,30.430000,-77.503000,-6.223000,2.592000,-2.212000,-0.380000,-0.003000
3631,263000.000,34.357000,32.694000,-77.977000,-6.192000,2.618000,-2.152000,-0.466000,-0.002000
3632,263100.000,32.552000,34.872000,-78.358000,-6.208000,2.626000,-2.100000,-0.527000,0.000000
3633,263200.000,30.653000,36.941000,-78.600000,-6.247000,2.644000,-2.039000,-0.587000,-0.002000
3634,263300.000,28.692000,38.886000,-78.685000,-6.294000,2.652000,-1.979000,-0.674000,-0.003000
3635,263400.000,26.700000,40.761000,-78.537000,-6.286000,2.652000,-1.918000,-0.734000,-0.002000
3636,263500.000,24.708000,42.534000,-78.203000,-6.223000,2.661000,-1.866000,-0.795000,-0.002000
3637,263600.000,22.653000,44.214000,-77.705000,-6.153000,2.652000,-1.797000,-0.864000,-0.002000
3638,263700.000,20.544000,45.762000,-77.137000,-6.146000,2.661000,-1.720000,-0.933000,0.000000
3639,263800.000,18.396000,47.287000,-76.460000,-6.107000,2.652000,-1.668000,-0.993000,0.000000
3640,263900.000,16.280000,48.780000,-75.721000,-6.045000,2.652000,-1.573000,-1.062000,-0.005000
3641,264000.000,14.155000,50.274000,-74.943000,-5.967000,2.644000,-1.512000,-1.131000,-0.002000
3642,264100.000,12.000000,51.752000,-74.142000,-5.889000,2.618000,-1.426000,-1.201000,-0.003000
3643,264200.000,9.829000,53.214000,-73.341000,-5.850000,2.618000,-1.348000,-1.270000,0.000000
3644,264300.000,7.665000,54.708000,-72.571000,-5.780000,2.609000,-1.270000,-1.321000,0.000000
3645,264400.000,5.502000,56.186000,-71.762000,-5.718000,2.574000,-1.201000,-1.382000,0.000000
3646,264500.000,3.276000,57.648000,-70.945000,-5.656000,2.566000,-1.115000,-1.442000,-0.003000
3647,264600.000,1.051000,59.017000,-69.996000,-5.624000,2.531000,-1.037000,-1.494000,0.000000
3648,264700.000,-1.152000,60.347000,-68.954000,-5.531000,2.514000,-0.959000,-1.546000,-0.002000
3649,264800.000,-3.354000,61.631000,-67.779000,-5.383000,2.479000,-0.890000,-1.581000,-0.003000
3650,264900.000,-5.619000,62.767000,-66.480000,-5.274000,2.445000,-0.812000,-1.624000,-0.003000
3651,265000.000,-7.914000,63.762000,-65.056000,-5.204000,2.419000,-0.726000,-1.684000,-0.003000
3652,265100.000,-10.163000,64.633000,-63.469000,-5.095000,2.393000,-0.657000,-1.736000,-0.003000
3653,265200.000,-12.404000,65.427000,-61.773000,-4.971000,2.359000,-0.562000,-1.779000,-0.002000
3654,265300.000,-14.607000,66.189000,-59.992000,-4.753000,2.324000,-0.484000,-1.822000,-0.002000
3655,265400.000,-16.840000,66.874000,-58.172000,-4.598000,2.263000,-0.389000,-1.883000,-0.002000
3656,265500.000,-19.089000,67.488000,-56.375000,-4.520000,2.238000,-0.302000,-1.943000,-0.002000
3657,265600.000,-21.315000,68.134000,-54.586000,-4.395000,2.186000,-0.190000,-1.995000,0.000000
3658,265700.000,-23.564000,68.818000,-52.804000,-4.279000,2.151000,-0.095000,-2.030000,-0.002000
3659,265800.000,-25.758000,69.596000,-50.968000,-4.037000,2.099000,0.000000,-2.082000,-0.003000
3660,265900.000,-27.976000,70.335000,-49.218000,-3.874000,2.047000,0.086000,-2.125000,-0.002000
3661,266000.000,-30.217000,71.012000,-47.538000,-3.820000,1.996000,0.173000,-2.177000,-0.002000
3662,266100.000,-32.443000,71.720000,-45.850000,-3.726000,1.935000,0.259000,-2.194000,-0.002000
3663,266200.000,-34.637000,72.412000,-44.084000,-3.586000,1.883000,0.346000,-2.228000,-0.002000
3664,266300.000,-36.754000,73.050000,-42.209000,-3.345000,1.840000,0.415000,-2.237000,-0.002000
3665,266400.000,-38.816000,73.540000,-40.327000,-3.174000,1.771000,0.501000,-2.272000,0.000000
3666,266500.000,-40.886000,73.828000,-38.405000,-3.096000,1.719000,0.562000,-2.289000,0.000000
3667,266600.000,-42.886000,73.991000,-36.359000,-2.956000,1.676000,0.631000,-2.289000,0.000000
3668,266700.000,-44.746000,74.007000,-34.166000,-2.785000,1.616000,0.683000,-2.289000,-0.002000
3669,266800.000,-46.489000,73.890000,-31.863000,-2.513000,1.546000,0.752000,-2.297000,-0.002000
3670,266900.000,-48.170000,73.594000,-29.537000,-2.326000,1.495000,0.795000,-2.289000,-0.002000
3671,267000.000,-49.843000,73.128000,-27.203000,-2.209000,1.443000,0.864000,-2.297000,-0.002000
3672,267100.000,-51.423000,72.599000,-24.800000,-2.038000,1.365000,0.916000,-2.297000,0.000000
3673,267200.000,-52.902000,72.039000,-22.380000,-1.844000,1.305000,0.985000,-2.289000,-0.002000
3674,267300.000,-54.294000,71.424000,-19.945000,-1.587000,1.244000,1.054000,-2.289000,0.000000
3675,267400.000,-55.672000,70.763000,-17.565000,-1.400000,1.175000,1.123000,-2.289000,0.000000
3676,267500.000,-57.096000,70.086000,-15.231000,-1.268000,1.106000,1.175000,-2.272000,-0.002000
3677,267600.000,-58.419000,69.410000,-12.944000,-1.105000,1.028000,1.236000,-2.272000,0.000000
3678,267700.000,-59.664000,68.717000,-10.642000,-0.902000,0.968000,1.305000,-2.254000,-0.003000
3679,267800.000,-60.808000,67.963000,-8.347000,-0.685000,0.890000,1.357000,-2.254000,-0.003000
3680,267900.000,-61.913000,67.099000,-6.091000,-0.506000,0.821000,1.408000,-2.228000,0.000000
3681,268000.000,-62.932000,66.119000,-3.851000,-0.358000,0.743000,1.460000,-2.202000,0.000000
3682,268100.000,-63.820000,65.046000,-1.579000,-0.202000,0.665000,1.512000,-2.194000,-0.002000
3683,268200.000,-64.559000,63.848000,0.731000,0.023000,0.596000,1.555000,-2.133000,0.000000
3684,268300.000,-65.228000,62.518000,3.088000,0.218000,0.510000,1.607000,-2.125000,-0.002000
3685,268400.000,-65.843000,61.110000,5.422000,0.381000,0.432000,1.650000,-2.073000,-0.002000
3686,268500.000,-66.419000,59.601000,7.787000,0.552000,0.346000,1.702000,-2.056000,-0.002000
3687,268600.000,-66.917000,58.060000,10.214000,0.778000,0.268000,1.745000,-2.012000,-0.002000
3688,268700.000,-67.415000,56.450000,12.664000,0.957000,0.181000,1.797000,-1.978000,-0.003000
3689,268800.000,-67.960000,54.848000,15.130000,1.151000,0.078000,1.849000,-1.935000,-0.002000
3690,268900.000,-68.543000,53.253000,17.627000,1.330000,-0.026000,1.901000,-1.883000,-0.003000
3691,269000.000,-69.158000,51.705000,20.202000,1.548000,-0.121000,1.953000,-1.831000,-0.002000
3692,269100.000,-69.804000,50.173000,22.785000,1.805000,-0.216000,1.996000,-1.788000,-0.003000
3693,269200.000,-70.520000,48.664000,25.344000,1.999000,-0.320000,2.039000,-1.745000,0.000000
3694,269300.000,-71.282000,47.162000,27.872000,2.139000,-0.397000,2.074000,-1.676000,0.000000
3695,269400.000,-71.983000,45.661000,30.393000,2.318000,-0.475000,2.117000,-1.632000,0.000000
3696,269500.000,-72.566000,44.168000,32.937000,2.575000,-0.562000,2.143000,-1.589000,0.000000
3697,269600.000,-73.057000,42.604000,35.379000,2.816000,-0.631000,2.160000,-1.529000,0.000000
3698,269700.000,-73.454000,40.971000,37.721000,2.995000,-0.691000,2.169000,-1.477000,-0.002000
3699,269800.000,-73.718000,39.197000,39.930000,3.081000,-0.760000,2.178000,-1.434000,0.000000
3700,269900.000,-73.742000,37.330000,42.108000,3.244000,-0.803000,2.178000,-1.373000,-0.002000
3701,270000.000,-73.531000,35.409000,44.224000,3.485000,-0.864000,2.178000,-1.330000,-0.002000
3702,270100.000,-73.173000,33.402000,46.231000,3.672000,-0.924000,2.186000,-1.278000,-0.002000
3703,270200.000,-72.683000,31.255000,48.113000,3.820000,-0.976000,2.169000,-1.209000,0.000000
3704,270300.000,-72.084000,28.991000,49.910000,3.866000,-1.037000,2.178000,-1.157000,-0.003000
3705,270400.000,-71.337000,26.681000,51.668000,3.991000,-1.089000,2.169000,-1.088000,0.002000
3706,270500.000,-70.442000,24.394000,53.434000,4.224000,-1.149000,2.143000,-1.011000,-0.003000
3707,270600.000,-69.532000,22.068000,55.177000,4.388000,-1.209000,2.152000,-0.959000,0.000000
3708,270700.000,-68.629000,19.704000,56.857000,4.535000,-1.270000,2.152000,-0.872000,-0.002000
3709,270800.000,-67.703000,17.284000,58.428000,4.559000,-1.330000,2.126000,-0.821000,-0.002000
3710,270900.000,-66.691000,14.920000,59.938000,4.668000,-1.400000,2.117000,-0.760000,0.000000
3711,271000.000,-65.586000,12.664000,61.431000,4.862000,-1.460000,2.108000,-0.674000,-0.002000
3712,271100.000,-64.458000,10.423000,62.816000,4.994000,-1.512000,2.091000,-0.596000,-0.003000
3713,271200.000,-63.275000,8.183000,64.006000,5.072000,-1.564000,2.082000,-0.527000,-0.002000
3714,271300.000,-62.014000,5.912000,65.025000,5.080000,-1.624000,2.057000,-0.458000,-0.003000
3715,271400.000,-60.652000,3.718000,65.997000,5.142000,-1.693000,2.039000,-0.380000,0.000000
3716,271500.000,-59.213000,1.579000,66.931000,5.290000,-1.736000,2.013000,-0.302000,-0.002000
3717,271600.000,-57.719000,-0.583000,67.756000,5.376000,-1.797000,1.996000,-0.207000,-0.002000
3718,271700.000,-56.209000,-2.777000,68.510000,5.438000,-1.840000,1.944000,-0.112000,-0.002000
3719,271800.000,-54.707000,-4.978000,69.226000,5.422000,-1.909000,1.918000,-0.026000,-0.003000
3720,271900.000,-53.189000,-7.164000,70.019000,5.492000,-1.952000,1.884000,0.069000,-0.002000
3721,272000.000,-51.656000,-9.358000,70.875000,5.609000,-2.022000,1.858000,0.164000,-0.002000
3722,272100.000,-50.147000,-11.567000,71.754000,5.710000,-2.082000,1.797000,0.259000,-0.003000
